symbol,name,sector,industry,country,exchange,market_cap,pe_ratio,forward_pe,price_to_book,dividend_yield,eps_ttm,eps_forward,profit_margin,roa,roe,revenue_ttm,revenue_per_share,price_to_sales,ebitda,debt_to_equity,current_ratio,beta,peg_ratio,data_retrieval_date
BP,BP p.l.c.,Energy,Oil & Gas Integrated,UK,New York Stock Exchange,91854402769,248.4093099262647,,1.597474041824036,1.8612,,,0.20139017363955913,0.1349972362770526,0.5842079841757837,,11.591260011657125,0.48578030326251237,,1.2076258312797488,1.2503982198660035,0.464,,2025-03-21
GSK,GSK plc,Healthcare,Drug Manufacturers - General,UK,New York Stock Exchange,80396202950,23.979093203883494,,4.516579986833443,1.55156,,,8.206909739928609,4.330423961118679,18.428727344295144,,7.695854795192544,1.964595389820245,,1.2424840904103578,0.7833801908097894,0.286,,2025-03-21
