symbol,name,sector,industry,country,region,market_cap,revenue,employees,profit_margin,operating_margin,trailing_pe,data_source
PSMGn,Prosiebensat,,,Italy,Europe,,,,,,,investpy
SUNU,Surgical Innovations,,,United Kingdom,Europe,,,,,,,investpy
EDHN,Energiedienst Holding AG,,,Switzerland,Europe,,,,,,,investpy
CLAB,Clabo SPA,,,Italy,Europe,,,,,,,investpy
GETIb,Getinge B,,,Sweden,Europe,,,,,,,investpy
BIOBV,Biohit Oyj B,,,Finland,Europe,,,,,,,investpy
KRTr,Karatzi,,,Greece,Europe,,,,,,,investpy
MLFIR,Firstcaution,,,France,Europe,,,,,,,investpy
SBOO,Selvaag Bolig,,,Norway,Europe,,,,,,,investpy
SCAM,Scottish American,,,United Kingdom,Europe,,,,,,,investpy
GREAT,Greater Than,,,Sweden,Europe,,,,,,,investpy
ALPCI,Primecity Investment,,,France,Europe,,,,,,,investpy
POLME,Polaris Media,,,Norway,Europe,,,,,,,investpy
54M,Motorcar Parts,,,Germany,Europe,,,,,,,investpy
SPIS,Spir Communication,,,France,Europe,,,,,,,investpy
ALVAL,Valbiotis,,,France,Europe,,,,,,,investpy
APGNA,Applegreen Plc,,,Ireland,Europe,,,,,,,investpy
ALGIL,Groupe Guillin,,,France,Europe,,,,,,,investpy
ADKO,Addiko Bank,,,Austria,Europe,,,,,,,investpy
GLDP,Goldplat,,,United Kingdom,Europe,,,,,,,investpy
AALLON,Aallon,,,Finland,Europe,,,,,,,investpy
GLA1V,Glaston,,,Finland,Europe,,,,,,,investpy
ALVG,Allianz,,,Switzerland,Europe,,,,,,,investpy
CELGUSD,Celgene,,,Switzerland,Europe,,,,,,,investpy
MEDCL,Medincell,,,France,Europe,,,,,,,investpy
SBBd,Samhallsbyggnadsbolaget I D,,,Sweden,Europe,,,,,,,investpy
VBSN,IVF Hartmann Holding AG,,,Switzerland,Europe,,,,,,,investpy
VONN,Vontobel Holding,,,Switzerland,Europe,,,,,,,investpy
DPWGnEUR,Deutsche Post,,,Switzerland,Europe,,,,,,,investpy
N55,News55,,,Sweden,Europe,,,,,,,investpy
ALPJT,Poujoulat,,,France,Europe,,,,,,,investpy
MMO1V,Marimekko Oyj,,,Finland,Europe,,,,,,,investpy
ABGV,Porr AG,,,Austria,Europe,,,,,,,investpy
VNVsdb,Vostok New Ventures,,,Sweden,Europe,,,,,,,investpy
CLASb,Clas Ohlson B,,,Sweden,Europe,,,,,,,investpy
ALKKO,Kko Intl,,,France,Europe,,,,,,,investpy
VBGb,VBG GROUP B,,,Sweden,Europe,,,,,,,investpy
CMOTECb,Scandinavian ChemoTech,,,Sweden,Europe,,,,,,,investpy
DEDAL,Medasys,,,France,Europe,,,,,,,investpy
QEC,Questerre Energy Corporation,,,Norway,Europe,,,,,,,investpy
IBMu,IBM,,,Belgium,Europe,,,,,,,investpy
PCIB,PCI Biotech,,,Norway,Europe,,,,,,,investpy
0K34,Monster Beverage,,,United Kingdom,Europe,,,,,,,investpy
CSCOUSD,Cisco,,,Switzerland,Europe,,,,,,,investpy
DBKGn,Deutsche Bank AG,,,Switzerland,Europe,,,,,,,investpy
ROCKa,Rockwool Int. A,,,Denmark,Europe,,,,,,,investpy
LINP,Finatis,,,France,Europe,,,,,,,investpy
YGEN,Yourgene Health,,,United Kingdom,Europe,,,,,,,investpy
MBTLy,Mobil’nye Telesistemy ADR,,,Germany,Europe,,,,,,,investpy
31L,Sylvania,,,Germany,Europe,,,,,,,investpy
HPBGn,Heliad,,,Germany,Europe,,,,,,,investpy
YATO,Atom Hoteles,,,Spain,Europe,,,,,,,investpy
AMSCA,American Shipping,,,Norway,Europe,,,,,,,investpy
ZORDIXb,Zordix,,,Sweden,Europe,,,,,,,investpy
ALBKK,Baikowski,,,France,Europe,,,,,,,investpy
ALBDM,Bd Multimedia,,,France,Europe,,,,,,,investpy
ZILGn,Elringklinger AG,,,Austria,Europe,,,,,,,investpy
MED6,Media 6,,,France,Europe,,,,,,,investpy
VNEsdb,Veoneer SDR,,,Sweden,Europe,,,,,,,investpy
TOURN,Tourn International,,,Sweden,Europe,,,,,,,investpy
PRSNOK,Prosafe,,,Sweden,Europe,,,,,,,investpy
BEKB,Bekaert,,,Belgium,Europe,,,,,,,investpy
BCIB,BMO Capital,,,United Kingdom,Europe,,,,,,,investpy
ALDEV,Devernois,,,France,Europe,,,,,,,investpy
BDTG,Bertrandt AG,,,Germany,Europe,,,,,,,investpy
RENA,Renault,,,France,Europe,,,,,,,investpy
WARN,Warteck Invest Ltd,,,Switzerland,Europe,,,,,,,investpy
ITALsdb,Italeaf,,,Sweden,Europe,,,,,,,investpy
BIOSE,Bioservo Tech,,,Sweden,Europe,,,,,,,investpy
ARJOb,Arjo,,,Sweden,Europe,,,,,,,investpy
LYKOa,Lyko,,,Sweden,Europe,,,,,,,investpy
ALTRI,Trilogiq,,,France,Europe,,,,,,,investpy
PHGy,Koninklijke Philips ADR,,,Germany,Europe,,,,,,,investpy
ALEVA,Evadix SA,,,Belgium,Europe,,,,,,,investpy
HVPEa,HarbourVest Global,,,United Kingdom,Europe,,,,,,,investpy
NIXU,Nixu Oyj,,,Finland,Europe,,,,,,,investpy
GGBR4,GERDAU PN N1,,,Spain,Europe,,,,,,,investpy
WIPA,Witan Pacific,,,United Kingdom,Europe,,,,,,,investpy
BFPy,BBVA Banco Frances ADR,,,Germany,Europe,,,,,,,investpy
QUART,Quartiers Properties,,,Sweden,Europe,,,,,,,investpy
MGGT,Meggitt,,,United Kingdom,Europe,,,,,,,investpy
MKEA,Mauna Kea Tech,,,France,Europe,,,,,,,investpy
BNAB,National Bank of Belgium,,,Belgium,Europe,,,,,,,investpy
YNGt,Young & Co’s Brewery,,,United Kingdom,Europe,,,,,,,investpy
THHG,Thermador,,,France,Europe,,,,,,,investpy
WSUG,WashTec AG,,,Austria,Europe,,,,,,,investpy
OBOYAb,Oboya Horticulture,,,Sweden,Europe,,,,,,,investpy
BOSJO,Bosjo Fastigheter,,,Sweden,Europe,,,,,,,investpy
A2,A2A,,,Italy,Europe,,,,,,,investpy
BIOS,Biosearch,,,Spain,Europe,,,,,,,investpy
POOLb,Poolia B,,,Sweden,Europe,,,,,,,investpy
AMXL,America Movil,,,Spain,Europe,,,,,,,investpy
HOTG,Hochtief AG,,,Switzerland,Europe,,,,,,,investpy
PLED,PledPharma,,,Sweden,Europe,,,,,,,investpy
PEXAb,PExA AB,,,Sweden,Europe,,,,,,,investpy
MTXGn,MTU Aero,,,Austria,Europe,,,,,,,investpy
SOLONNOK,Solon Eiendom,,,Sweden,Europe,,,,,,,investpy
POY1V,Poyry Oyj,,,Finland,Europe,,,,,,,investpy
BE0944264663,SCR Sibelco,,,Belgium,Europe,,,,,,,investpy
PZC,PZ Cussons,,,United Kingdom,Europe,,,,,,,investpy
MDBr,N Varveris Moda Bagno SA,,,Greece,Europe,,,,,,,investpy
IVS,IVS Group SA,,,Italy,Europe,,,,,,,investpy
CTXS,Citrix Systems,,,Austria,Europe,,,,,,,investpy
ANNX,Annexin Pharma,,,Sweden,Europe,,,,,,,investpy
LEHTO,Lehto Group Oyj,,,Finland,Europe,,,,,,,investpy
CPLE6,COPEL PNB,,,Spain,Europe,,,,,,,investpy
2CUREX,2cureX,,,Sweden,Europe,,,,,,,investpy
BRGIn,Borgosesia,,,Italy,Europe,,,,,,,investpy
MCB,McBride,,,United Kingdom,Europe,,,,,,,investpy
UBXN,U Blox Holding AG,,,Switzerland,Europe,,,,,,,investpy
ATT,Allianz Tech,,,United Kingdom,Europe,,,,,,,investpy
DUPD,Dragon-Ukrainian,,,United Kingdom,Europe,,,,,,,investpy
IFFE,Iffe Futura,,,Spain,Europe,,,,,,,investpy
SIX,Six Flags,,,Germany,Europe,,,,,,,investpy
NORBIT,Norbit,,,Norway,Europe,,,,,,,investpy
FFLY,Firefly AB,,,Sweden,Europe,,,,,,,investpy
ALBI,Gascogne,,,France,Europe,,,,,,,investpy
AEGR,Active Energy,,,United Kingdom,Europe,,,,,,,investpy
DC,Dixons Carphone,,,United Kingdom,Europe,,,,,,,investpy
GABR,Gabriel Holding,,,Denmark,Europe,,,,,,,investpy
HOLX,Hologic,,,Austria,Europe,,,,,,,investpy
PFE,Pfizer,,,Sweden,Europe,,,,,,,investpy
GLINT,Glintt,,,Portugal,Europe,,,,,,,investpy
AIR,Airbus Group,,,Spain,Europe,,,,,,,investpy
ERMT,Eramet,,,France,Europe,,,,,,,investpy
TIRO_p,Bank fuer Tirol und Vorarlberg,,,Austria,Europe,,,,,,,investpy
SGSN,SGS,,,Switzerland,Europe,,,,,,,investpy
TRIPA,TripAdvisor,,,Austria,Europe,,,,,,,investpy
DAIGn,Daimler,,,Germany,Europe,,,,,,,investpy
SLMJ,Sanlam Ltd,,,Germany,Europe,,,,,,,investpy
RAKE,Raketech,,,Sweden,Europe,,,,,,,investpy
OPG,OPG Power,,,United Kingdom,Europe,,,,,,,investpy
MBPH,Moberg Pharma,,,Sweden,Europe,,,,,,,investpy
SEBc,SEB C,,,Sweden,Europe,,,,,,,investpy
BAH,Booz Allen Hamilton,,,Germany,Europe,,,,,,,investpy
VGP1,VGP,,,Belgium,Europe,,,,,,,investpy
OXB,Oxford BioMedica,,,United Kingdom,Europe,,,,,,,investpy
MDF,Duro Felguera,,,Spain,Europe,,,,,,,investpy
HRI,Herald,,,United Kingdom,Europe,,,,,,,investpy
ALPRE,Predilife,,,France,Europe,,,,,,,investpy
UUAM,Under Armour A,,,Austria,Europe,,,,,,,investpy
MLGML,Gour Medical,,,France,Europe,,,,,,,investpy
CHRA,Imprimerie Chirat,,,France,Europe,,,,,,,investpy
SIRI,Sirius XM,,,Austria,Europe,,,,,,,investpy
MOGP,Mountfield,,,United Kingdom,Europe,,,,,,,investpy
BLS,Blackstone Resources,,,Switzerland,Europe,,,,,,,investpy
8TRA,Traton,,,Germany,Europe,,,,,,,investpy
RSER,REL,,,United Kingdom,Europe,,,,,,,investpy
FSV,Fidelity Special,,,United Kingdom,Europe,,,,,,,investpy
RUSHF,Rush Factory,,,Finland,Europe,,,,,,,investpy
CRBHO,Cerbium,,,Spain,Europe,,,,,,,investpy
ALEZV,Easyvista,,,France,Europe,,,,,,,investpy
VOGr,Vogiatzoglou Systems R,,,Greece,Europe,,,,,,,investpy
UTX,United Technologies,,,Switzerland,Europe,,,,,,,investpy
ISRGE,Intuitive Surgical,,,Austria,Europe,,,,,,,investpy
XTR,Xtract Resources,,,United Kingdom,Europe,,,,,,,investpy
OSSR,Ossur,,,Denmark,Europe,,,,,,,investpy
SENZA,SenzaGen,,,Sweden,Europe,,,,,,,investpy
YMRE,Meridia RE III,,,Spain,Europe,,,,,,,investpy
SOWGn,Software AG,,,Germany,Europe,,,,,,,investpy
ENS,Enersys,,,Germany,Europe,,,,,,,investpy
TOM,Tomra Systems,,,Norway,Europe,,,,,,,investpy
ACX,Acerinox,,,Spain,Europe,,,,,,,investpy
MAERSKb,Moller Maersk B,,,Denmark,Europe,,,,,,,investpy
BMWG,BMW ST,,,Germany,Europe,,,,,,,investpy
DGV,Digital Value,,,Italy,Europe,,,,,,,investpy
TL5,Mediaset,,,Spain,Europe,,,,,,,investpy
NEWT,Newtree,,,Belgium,Europe,,,,,,,investpy
PEG,Public Service Enterprise,,,Germany,Europe,,,,,,,investpy
LIVIH,Liv ihop,,,Sweden,Europe,,,,,,,investpy
CTNGk,Centrotherm,,,Germany,Europe,,,,,,,investpy
QTCOM,Qt,,,Finland,Europe,,,,,,,investpy
PDG,Pendragon,,,United Kingdom,Europe,,,,,,,investpy
UTDI,United Internet AG,,,Switzerland,Europe,,,,,,,investpy
ALWIT,Witbe Net,,,France,Europe,,,,,,,investpy
WPL,Woodside Petroleum,,,Germany,Europe,,,,,,,investpy
PFD,Premier Foods,,,United Kingdom,Europe,,,,,,,investpy
GAV,Carlo Gavazzi Holding AG,,,Switzerland,Europe,,,,,,,investpy
MKS,Marks & Spencer,,,United Kingdom,Europe,,,,,,,investpy
PST,Poste Italiane,,,Italy,Europe,,,,,,,investpy
SFAr,Sfakianakis R,,,Greece,Europe,,,,,,,investpy
ORNAV,Orion Oyj A,,,Finland,Europe,,,,,,,investpy
LAM,Lamprell,,,United Kingdom,Europe,,,,,,,investpy
LLOY,Lloyds Banking,,,Switzerland,Europe,,,,,,,investpy
BBN1,The Blackstone,,,Germany,Europe,,,,,,,investpy
DBPHAb,Double Bond Pharma,,,Sweden,Europe,,,,,,,investpy
EURA,Eurazeo,,,Germany,Europe,,,,,,,investpy
AM3D,SLM Solutions,,,Austria,Europe,,,,,,,investpy
WXFB,Warimpex Ag,,,Austria,Europe,,,,,,,investpy
CADNi,CRCAM Nord,,,France,Europe,,,,,,,investpy
WOLS,Association des Commercants,,,Belgium,Europe,,,,,,,investpy
BOR,Borgestad A,,,Norway,Europe,,,,,,,investpy
BIOG,Biotest AG ST,,,Germany,Europe,,,,,,,investpy
ELUXa,Electrolux A,,,Sweden,Europe,,,,,,,investpy
EUWT,Eurona Wireless Telecom S.A.,,,Spain,Europe,,,,,,,investpy
PARG,Pargesa I,,,Switzerland,Europe,,,,,,,investpy
DMSP,Diagnostic Medical,,,France,Europe,,,,,,,investpy
IMPA,Impresa,,,Portugal,Europe,,,,,,,investpy
CRAYON,Crayon,,,Norway,Europe,,,,,,,investpy
IRONI,Ironveld,,,United Kingdom,Europe,,,,,,,investpy
ITS,ITS Group,,,France,Europe,,,,,,,investpy
ASCr,AS Company,,,Greece,Europe,,,,,,,investpy
COLOb,Coloplast,,,Switzerland,Europe,,,,,,,investpy
EVRY,EVRY,,,Norway,Europe,,,,,,,investpy
BSTA,Banca Sistema Spa,,,Italy,Europe,,,,,,,investpy
GWMO,Great Western Mining,,,Ireland,Europe,,,,,,,investpy
CWCG,Cewe Color,,,Austria,Europe,,,,,,,investpy
AMD,AMD,,,Germany,Europe,,,,,,,investpy
PQ,Piquadro,,,Italy,Europe,,,,,,,investpy
IC2,ICE,,,Germany,Europe,,,,,,,investpy
AIRN,Airopack Tech Group AG,,,Switzerland,Europe,,,,,,,investpy
ALPER,La Perla,,,France,Europe,,,,,,,investpy
BBA,BBA Aviation,,,United Kingdom,Europe,,,,,,,investpy
MUUSD,Micron,,,Switzerland,Europe,,,,,,,investpy
TVDGk,Travel24.Com AG,,,Germany,Europe,,,,,,,investpy
AEDAy,Grupo Aeroportuario Sureste ADR,,,Germany,Europe,,,,,,,investpy
NYFO,Nyfosa,,,Sweden,Europe,,,,,,,investpy
MLIML,Imalliance,,,France,Europe,,,,,,,investpy
PHAR,Pharming Group,,,Netherlands,Europe,,,,,,,investpy
KOFy,Coca Cola Femsa ADR,,,Germany,Europe,,,,,,,investpy
WEN,Wentworth,,,United Kingdom,Europe,,,,,,,investpy
RACE,Ferrari NV,,,Italy,Europe,,,,,,,investpy
HOLMb,Holmen,,,Sweden,Europe,,,,,,,investpy
DALI,Delta Air Lines,,,Switzerland,Europe,,,,,,,investpy
ZILGn,Elringklinger AG,,,Germany,Europe,,,,,,,investpy
ENER,Enertronica,,,Italy,Europe,,,,,,,investpy
KAKEL,Kakel Max,,,Sweden,Europe,,,,,,,investpy
OMNIC,OmniCar,,,Sweden,Europe,,,,,,,investpy
PSN,Persimmon,,,United Kingdom,Europe,,,,,,,investpy
AF,Air France KLM,,,Italy,Europe,,,,,,,investpy
HEIGEUR,Heidelbergcement,,,Switzerland,Europe,,,,,,,investpy
GAPWb,Gapwaves AB,,,Sweden,Europe,,,,,,,investpy
JM,JM AB,,,Sweden,Europe,,,,,,,investpy
PROVIT,Provide IT Sweden,,,Sweden,Europe,,,,,,,investpy
CBUY,Cloudbuy PLC,,,United Kingdom,Europe,,,,,,,investpy
CSHG,Cenit AG,,,Germany,Europe,,,,,,,investpy
ORP,Orpea,,,France,Europe,,,,,,,investpy
CTSH,Cognizant A,,,Germany,Europe,,,,,,,investpy
EPGT,EP Global,,,United Kingdom,Europe,,,,,,,investpy
TSEC,Tempest Security,,,Sweden,Europe,,,,,,,investpy
AST,Astaldi,,,Italy,Europe,,,,,,,investpy
TOHN,Tornos,,,Switzerland,Europe,,,,,,,investpy
LNRE,Leasinvest,,,Belgium,Europe,,,,,,,investpy
SBOE,Schoeller-Bleckmann AG,,,Switzerland,Europe,,,,,,,investpy
NIO,Nordic Iron Ore,,,Sweden,Europe,,,,,,,investpy
HPOLb,HEXPOL B,,,Sweden,Europe,,,,,,,investpy
STL,Equinor,,,Switzerland,Europe,,,,,,,investpy
PITE,PiteCo SpA,,,Italy,Europe,,,,,,,investpy
RCP,RIT Capital,,,United Kingdom,Europe,,,,,,,investpy
ZALG,Zalando SE,,,Switzerland,Europe,,,,,,,investpy
SIG,Signet Jewelers,,,Germany,Europe,,,,,,,investpy
HITy,Hitachi ADR,,,Germany,Europe,,,,,,,investpy
TEAM,Team Tankers International Ltd,,,Norway,Europe,,,,,,,investpy
AFGNOK,Af Gruppen,,,Sweden,Europe,,,,,,,investpy
CPHN,CPH Chemie und Papier Holding,,,Switzerland,Europe,,,,,,,investpy
SECS,Sensec,,,Sweden,Europe,,,,,,,investpy
ELO1,Eldorado Gold,,,Germany,Europe,,,,,,,investpy
TIRU,Tiger,,,United Kingdom,Europe,,,,,,,investpy
STRONG,Strongpoint,,,Norway,Europe,,,,,,,investpy
ABSLC,Absolicon Solar Collector,,,Sweden,Europe,,,,,,,investpy
FFARM,ForFarmers,,,Netherlands,Europe,,,,,,,investpy
SEMC,Semcon AB,,,Sweden,Europe,,,,,,,investpy
JINNOK,Jinhui Shipping,,,Sweden,Europe,,,,,,,investpy
ALGBE,Glob Bioenergi,,,France,Europe,,,,,,,investpy
JNPR,Juniper,,,Germany,Europe,,,,,,,investpy
CEXAy,Cemex ADR,,,Germany,Europe,,,,,,,investpy
SACP,Fiducial Office,,,France,Europe,,,,,,,investpy
LECO,Lincoln Electrics,,,Germany,Europe,,,,,,,investpy
JCQ,Jacquet Metal,,,France,Europe,,,,,,,investpy
CWCG,Cewe Color,,,Germany,Europe,,,,,,,investpy
KAMUX,Kamux Suomi,,,Finland,Europe,,,,,,,investpy
ERM,Euromoney,,,United Kingdom,Europe,,,,,,,investpy
BURF,Burford,,,United Kingdom,Europe,,,,,,,investpy
THINNOK,Thin Film Electronics ASA,,,Sweden,Europe,,,,,,,investpy
CLBIO,Corline Biomedical AB,,,Sweden,Europe,,,,,,,investpy
MIDWa,Midway Holding A,,,Sweden,Europe,,,,,,,investpy
MOWI,Marine Harvest,,,Norway,Europe,,,,,,,investpy
CSGG,China Specialty Glass AG,,,Germany,Europe,,,,,,,investpy
MLFDV,Franck Deville SA,,,France,Europe,,,,,,,investpy
DPWGn,Deutsche Post,,,Switzerland,Europe,,,,,,,investpy
CLINEb,Cline Scientific AB,,,Sweden,Europe,,,,,,,investpy
HEIN,Heineken,,,Netherlands,Europe,,,,,,,investpy
BYWG,Baywa AG,,,Germany,Europe,,,,,,,investpy
CBSM,SCBSM,,,France,Europe,,,,,,,investpy
MA,Mastercard,,,Austria,Europe,,,,,,,investpy
LM,Legg Mason,,,Germany,Europe,,,,,,,investpy
EDP,EDP,,,Portugal,Europe,,,,,,,investpy
IKGn,Intek RSP,,,Italy,Europe,,,,,,,investpy
SFCC,SF Commercial Properties Fund,,,Switzerland,Europe,,,,,,,investpy
DRLCO,Maersk Drilling,,,Denmark,Europe,,,,,,,investpy
ADMr,Holding Company ADMIE,,,Greece,Europe,,,,,,,investpy
RUBF,Rubis,,,France,Europe,,,,,,,investpy
ATSV,At&S Austria,,,Austria,Europe,,,,,,,investpy
KEKr,Kekrops,,,Greece,Europe,,,,,,,investpy
COSG,Costain,,,United Kingdom,Europe,,,,,,,investpy
INME,Independent News,,,Ireland,Europe,,,,,,,investpy
KU2G,Kuka AG,,,Germany,Europe,,,,,,,investpy
LNA,Le Noble Age,,,France,Europe,,,,,,,investpy
MNKS,Monks,,,United Kingdom,Europe,,,,,,,investpy
ABT,Abbott Labs,,,Germany,Europe,,,,,,,investpy
TLW,Tullow Oil,,,United Kingdom,Europe,,,,,,,investpy
NOV,National Oilwell Varco,,,Germany,Europe,,,,,,,investpy
ARCT,Arctic Gold Publ AB,,,Sweden,Europe,,,,,,,investpy
BR,Broadridge,,,Germany,Europe,,,,,,,investpy
TR1,Tier1,,,Spain,Europe,,,,,,,investpy
HAVb,Havsfrun Investment,,,Sweden,Europe,,,,,,,investpy
NOVN,Novartis,,,Switzerland,Europe,,,,,,,investpy
ARYN,Aryzta,,,Switzerland,Europe,,,,,,,investpy
COCA,Coca-Cola Amatil,,,Germany,Europe,,,,,,,investpy
TGTG,11 88 0 Solutions,,,Germany,Europe,,,,,,,investpy
LFDE,La Francaise de l'Energie,,,France,Europe,,,,,,,investpy
BKWB,BKW AG,,,Switzerland,Europe,,,,,,,investpy
ZG,Zuger Kantonalbank,,,Switzerland,Europe,,,,,,,investpy
CELL,Cellularline,,,Italy,Europe,,,,,,,investpy
AAHG,Ahlers,,,Germany,Europe,,,,,,,investpy
MALAR,Malarasen,,,Sweden,Europe,,,,,,,investpy
SHLF,Shelf Drilling,,,Norway,Europe,,,,,,,investpy
1COV,Covestro,,,Switzerland,Europe,,,,,,,investpy
V,Visa A,,,Switzerland,Europe,,,,,,,investpy
KEYW,Keyware Tech,,,Belgium,Europe,,,,,,,investpy
KOMPBK,Komplett Bank,,,Norway,Europe,,,,,,,investpy
ADAPT,Adapteo,,,Sweden,Europe,,,,,,,investpy
LOOK,Lookers,,,United Kingdom,Europe,,,,,,,investpy
PL6,Polaris Industries,,,Germany,Europe,,,,,,,investpy
SOI,Schroder Oriental,,,United Kingdom,Europe,,,,,,,investpy
NAVYA,Navya,,,France,Europe,,,,,,,investpy
SRSP,Sirius Petroleum,,,United Kingdom,Europe,,,,,,,investpy
ICAG,IAG,,,United Kingdom,Europe,,,,,,,investpy
VACN,VAT Group,,,Switzerland,Europe,,,,,,,investpy
DOTD,Dotdigital,,,United Kingdom,Europe,,,,,,,investpy
ASMI,ASM,,,Netherlands,Europe,,,,,,,investpy
UPSALE,Upsales Tech,,,Sweden,Europe,,,,,,,investpy
G1AG,GEA Group AG,,,Switzerland,Europe,,,,,,,investpy
EDIN,Edinburgh Investment,,,United Kingdom,Europe,,,,,,,investpy
SHB,Shaftesbury,,,United Kingdom,Europe,,,,,,,investpy
NNVDA,NVIDIA,,,Italy,Europe,,,,,,,investpy
COREa,Corem Property,,,Sweden,Europe,,,,,,,investpy
CXEN,Cxense,,,Norway,Europe,,,,,,,investpy
GPROUSD,GoPro Inc,,,Switzerland,Europe,,,,,,,investpy
EOLUb,Eolus Vind publ AB,,,Sweden,Europe,,,,,,,investpy
LSC,London Security,,,United Kingdom,Europe,,,,,,,investpy
BINERO,Oniva Online,,,Sweden,Europe,,,,,,,investpy
DANO,Danone,,,France,Europe,,,,,,,investpy
TAST,Tasty,,,United Kingdom,Europe,,,,,,,investpy
CTAS,Cintas,,,Austria,Europe,,,,,,,investpy
AIXGn,Aixtron,,,Germany,Europe,,,,,,,investpy
BALYO,Balyo,,,France,Europe,,,,,,,investpy
FIPPG,Frontier IP,,,United Kingdom,Europe,,,,,,,investpy
YSPS,Student Properties,,,Spain,Europe,,,,,,,investpy
SALM,SalMar,,,Norway,Europe,,,,,,,investpy
BNRGn,Brenntag AG,,,Germany,Europe,,,,,,,investpy
ENERS,Enersize,,,Sweden,Europe,,,,,,,investpy
DAL,Datalogic,,,Italy,Europe,,,,,,,investpy
VIFN,Vifor Pharma,,,Switzerland,Europe,,,,,,,investpy
MLMON,MonFinancier,,,France,Europe,,,,,,,investpy
INSTAL,Instalco Intressenter,,,Sweden,Europe,,,,,,,investpy
STAB,Stabilus,,,Austria,Europe,,,,,,,investpy
KLR,Keller,,,United Kingdom,Europe,,,,,,,investpy
FIS,Fidelity National Info,,,Germany,Europe,,,,,,,investpy
OTELLO,Opera Software,,,Norway,Europe,,,,,,,investpy
ELYA,G8 Education,,,Germany,Europe,,,,,,,investpy
SOGNS,Sogn Sparebank,,,Norway,Europe,,,,,,,investpy
AGATE,Agat Ejendomme,,,Denmark,Europe,,,,,,,investpy
WEBO,Websolute,,,Italy,Europe,,,,,,,investpy
SNH,Senior Housing Properties,,,Germany,Europe,,,,,,,investpy
GSS,Genesis Emerg Mkts,,,United Kingdom,Europe,,,,,,,investpy
HD,Home Depot,,,Austria,Europe,,,,,,,investpy
PXD,Pioneer Natural,,,Germany,Europe,,,,,,,investpy
HASE,Hargreaves Services,,,United Kingdom,Europe,,,,,,,investpy
MMSFT,Microsoft,,,Italy,Europe,,,,,,,investpy
LASP,Lan og Spar Bank,,,Denmark,Europe,,,,,,,investpy
CMA,Comerica,,,Germany,Europe,,,,,,,investpy
UNG,Universe,,,United Kingdom,Europe,,,,,,,investpy
CFVT,Confinvest,,,Italy,Europe,,,,,,,investpy
HYARD,Havyard Group ASA,,,Norway,Europe,,,,,,,investpy
PAGR,Panariagroup,,,Italy,Europe,,,,,,,investpy
UTG,Unite,,,United Kingdom,Europe,,,,,,,investpy
EVTG,Evotec AG,,,Austria,Europe,,,,,,,investpy
SWUT,SW Umwelttechnik Stoiser Wolschner,,,Austria,Europe,,,,,,,investpy
S2ME,S2Medical,,,Sweden,Europe,,,,,,,investpy
XBRANE,Xbrane Biopharma,,,Sweden,Europe,,,,,,,investpy
TEVAy,Teva ADR,,,Germany,Europe,,,,,,,investpy
PSF,Poligrafica S Faustino,,,Italy,Europe,,,,,,,investpy
KIDNOK,Kid ASA,,,Sweden,Europe,,,,,,,investpy
ENALYZ,Enalyzer A/S,,,Denmark,Europe,,,,,,,investpy
SOU,Sound Energy,,,United Kingdom,Europe,,,,,,,investpy
SKBG,Koenig&Bauer AG,,,Germany,Europe,,,,,,,investpy
ABT,Abbott Labs,,,Switzerland,Europe,,,,,,,investpy
PRSO,Prosafe,,,Norway,Europe,,,,,,,investpy
LRE,Lancashire,,,United Kingdom,Europe,,,,,,,investpy
PSHG_p,Porsche,,,Germany,Europe,,,,,,,investpy
UBIP,Ubisoft,,,France,Europe,,,,,,,investpy
ODLNOK,Odfjell Drilli,,,Sweden,Europe,,,,,,,investpy
PRY,Prysmian,,,Italy,Europe,,,,,,,investpy
FOU,Fountain,,,Belgium,Europe,,,,,,,investpy
ARTE,Artea SA,,,France,Europe,,,,,,,investpy
LEV_p,N Leventeris,,,Greece,Europe,,,,,,,investpy
FDPF,First Derivatives,,,United Kingdom,Europe,,,,,,,investpy
SSABAH,SSAB A,,,Finland,Europe,,,,,,,investpy
YGMP,GMP Property,,,Spain,Europe,,,,,,,investpy
ON,BIO ON,,,Italy,Europe,,,,,,,investpy
VBKG,Verbio Vereinigte,,,Germany,Europe,,,,,,,investpy
VOF,Vinacapital Vietnam,,,United Kingdom,Europe,,,,,,,investpy
SATG,Sartorius AG,,,Germany,Europe,,,,,,,investpy
STOB,Stobart,,,United Kingdom,Europe,,,,,,,investpy
JDAN,Jeudan,,,Denmark,Europe,,,,,,,investpy
RLT,Relatech,,,Italy,Europe,,,,,,,investpy
FEWG,Funkwerk AG,,,Germany,Europe,,,,,,,investpy
LOCAL,Solocal,,,France,Europe,,,,,,,investpy
GENX,Generix,,,France,Europe,,,,,,,investpy
CAL,Capital Regional,,,United Kingdom,Europe,,,,,,,investpy
PRSW,Prologue,,,France,Europe,,,,,,,investpy
IDXX,IDEXX Labs,,,Austria,Europe,,,,,,,investpy
SAGAa,Sagax AB,,,Sweden,Europe,,,,,,,investpy
PRT,Esprinet,,,Italy,Europe,,,,,,,investpy
ALSIM,Assima PLC,,,France,Europe,,,,,,,investpy
GLV,Glenveagh Properties,,,Ireland,Europe,,,,,,,investpy
AGL,Autogrill,,,Italy,Europe,,,,,,,investpy
COME,Comer Industries,,,Italy,Europe,,,,,,,investpy
