symbol,name,sector,industry,country,region,market_cap,revenue,employees,profit_margin,operating_margin,trailing_pe,data_source
BICP,BIC,,,France,Europe,,,,,,,investpy
CFTS,CFT,,,Italy,Europe,,,,,,,investpy
JMF,JPMorgan Mid Cap,,,United Kingdom,Europe,,,,,,,investpy
PUBP,Publicis Groupe,,,France,Europe,,,,,,,investpy
INVP,Investec,,,United Kingdom,Europe,,,,,,,investpy
A6W,Alexandria RE,,,Germany,Europe,,,,,,,investpy
IBG,Iberpapel Gestion,,,Spain,Europe,,,,,,,investpy
AMBEA,Ambea,,,Sweden,Europe,,,,,,,investpy
RUSE,ENR Russia Invest,,,Switzerland,Europe,,,,,,,investpy
ALFIL,Filae,,,France,Europe,,,,,,,investpy
ACUC,AcuCort,,,Sweden,Europe,,,,,,,investpy
VRX,Bausch Health,,,Switzerland,Europe,,,,,,,investpy
ENC,ENCE,,,Spain,Europe,,,,,,,investpy
VLLP,Vallourec,,,Switzerland,Europe,,,,,,,investpy
RDM,Reno De Medici,,,Spain,Europe,,,,,,,investpy
HTGR,H&T Group,,,United Kingdom,Europe,,,,,,,investpy
PHIG,Phase Holographic,,,Sweden,Europe,,,,,,,investpy
LUVE,LU-VE,,,Italy,Europe,,,,,,,investpy
WAFGn,Siltronic AG,,,Austria,Europe,,,,,,,investpy
CAPMAN,CapMan B,,,Finland,Europe,,,,,,,investpy
DWNG,Deutsche Wohnen,,,Germany,Europe,,,,,,,investpy
ZENZIPb,Zenergy,,,Sweden,Europe,,,,,,,investpy
SALMON,Salmones Camanchaca,,,Norway,Europe,,,,,,,investpy
YGGC,GGC,,,Spain,Europe,,,,,,,investpy
GIGAH,Gigas Hosting SA,,,Spain,Europe,,,,,,,investpy
CTH,Caretech,,,United Kingdom,Europe,,,,,,,investpy
CSSG,Croma,,,United Kingdom,Europe,,,,,,,investpy
DNBNOK,DnB,,,Sweden,Europe,,,,,,,investpy
SSM,SSM Holding,,,Sweden,Europe,,,,,,,investpy
DRW3,Draegerwerk VZO,,,Austria,Europe,,,,,,,investpy
FPIP,FormPipe Software,,,Sweden,Europe,,,,,,,investpy
AGTA,Agta Record,,,France,Europe,,,,,,,investpy
NXTMH,Nexstim,,,Finland,Europe,,,,,,,investpy
ASSAb,ASSA ABLOY B,,,Sweden,Europe,,,,,,,investpy
OGN,Origin,,,United Kingdom,Europe,,,,,,,investpy
RING,Sparebank 1 Ringerike Hadeland,,,Norway,Europe,,,,,,,investpy
PMG,Parkmead Group PLC,,,United Kingdom,Europe,,,,,,,investpy
PSHP,Pershing Square,,,United Kingdom,Europe,,,,,,,investpy
CALq,Caledonia Mining,,,United Kingdom,Europe,,,,,,,investpy
SECUb,Securitas B,,,Sweden,Europe,,,,,,,investpy
DCC,DCC,,,United Kingdom,Europe,,,,,,,investpy
HIK,Hikma Pharma,,,United Kingdom,Europe,,,,,,,investpy
INCU,Incus Investor,,,Norway,Europe,,,,,,,investpy
ORSO,Orsero,,,Italy,Europe,,,,,,,investpy
TRACb,Traction B,,,Sweden,Europe,,,,,,,investpy
CELG,Celgene,,,Austria,Europe,,,,,,,investpy
2S7,Sprint,,,Germany,Europe,,,,,,,investpy
CFISH,Crunchfish,,,Sweden,Europe,,,,,,,investpy
ABNd,ABN AMRO,,,Netherlands,Europe,,,,,,,investpy
NBEN,Nebag ag,,,Switzerland,Europe,,,,,,,investpy
AMA1,Youbisheng Green,,,Germany,Europe,,,,,,,investpy
DB1Gn,Deutsche Boerse,,,Germany,Europe,,,,,,,investpy
MGNS,Morgan Sindall,,,United Kingdom,Europe,,,,,,,investpy
H9B1,Herc Holdings,,,Germany,Europe,,,,,,,investpy
KANC,Kancera AB,,,Sweden,Europe,,,,,,,investpy
MRCGEUR,Merck,,,Switzerland,Europe,,,,,,,investpy
IMSI,IMMSI,,,Italy,Europe,,,,,,,investpy
SCYR,Sacyr,,,Spain,Europe,,,,,,,investpy
ODX,Omega,,,United Kingdom,Europe,,,,,,,investpy
GLJn,Grenke,,,Germany,Europe,,,,,,,investpy
HIG,Hartford,,,Germany,Europe,,,,,,,investpy
DAMG,Data Modul AG,,,Germany,Europe,,,,,,,investpy
GOOGL,Alphabet A,,,Austria,Europe,,,,,,,investpy
SCTS,Softcat PLC,,,United Kingdom,Europe,,,,,,,investpy
ASOS,Asos,,,United Kingdom,Europe,,,,,,,investpy
GSP,Gas Plus,,,Italy,Europe,,,,,,,investpy
MSLH,Marshalls,,,United Kingdom,Europe,,,,,,,investpy
STAB,Stabilus,,,Germany,Europe,,,,,,,investpy
MNST,Monster Beverage,,,Austria,Europe,,,,,,,investpy
ASRNL,ASR Nederland,,,Netherlands,Europe,,,,,,,investpy
K1RG,Kromi,,,Germany,Europe,,,,,,,investpy
HSTG,Hastings Group Holdings PLC,,,United Kingdom,Europe,,,,,,,investpy
SNI,Stolt-Nielsen,,,Norway,Europe,,,,,,,investpy
BNZL,Bunzl,,,United Kingdom,Europe,,,,,,,investpy
WHC,Whitehaven Coal,,,Germany,Europe,,,,,,,investpy
IG,Italgas,,,Italy,Europe,,,,,,,investpy
MFBP,Malteries FCO-Belges,,,France,Europe,,,,,,,investpy
2F5,Biondvax Pharma ADR,,,Germany,Europe,,,,,,,investpy
MVVGn,MVV Energie AG,,,Germany,Europe,,,,,,,investpy
CAIV,CA Immobilien Anlagen AG,,,Austria,Europe,,,,,,,investpy
LUC,Lucara Diamond Corp,,,Sweden,Europe,,,,,,,investpy
BULTEN,Bulten AB,,,Sweden,Europe,,,,,,,investpy
AJAX,Ajax,,,Netherlands,Europe,,,,,,,investpy
GRIE,Grino Ecologic S.A.,,,Spain,Europe,,,,,,,investpy
MTFTy,Mitsubishi UFJ Financial ADR,,,Germany,Europe,,,,,,,investpy
SVT,Severn Trent,,,United Kingdom,Europe,,,,,,,investpy
UPS,United Parcel Service,,,Germany,Europe,,,,,,,investpy
SUH,Sutton Harbour,,,United Kingdom,Europe,,,,,,,investpy
PNOR,Petronor E&P,,,Norway,Europe,,,,,,,investpy
EWI1,Electrawinds SE A,,,Germany,Europe,,,,,,,investpy
DAIGn,Daimler,,,Switzerland,Europe,,,,,,,investpy
BALN,Baloise Holding,,,Switzerland,Europe,,,,,,,investpy
SHLG,Siemens Healthineers,,,Germany,Europe,,,,,,,investpy
EACI,Santa Fe Group,,,Denmark,Europe,,,,,,,investpy
SSI,Supersonic Imagine,,,France,Europe,,,,,,,investpy
CLAVI,Clavister Holding AB,,,Sweden,Europe,,,,,,,investpy
MIPS,MIPS,,,Sweden,Europe,,,,,,,investpy
DEMG,Deltex,,,United Kingdom,Europe,,,,,,,investpy
ZOT,Zardoya Otis,,,Spain,Europe,,,,,,,investpy
ATORX,Alligator Bioscience,,,Sweden,Europe,,,,,,,investpy
MRM,M.R.M,,,France,Europe,,,,,,,investpy
EDGEW,Edgeware,,,Sweden,Europe,,,,,,,investpy
ENRAD,Enrad,,,Sweden,Europe,,,,,,,investpy
AAAA,AA Plc,,,United Kingdom,Europe,,,,,,,investpy
CVS,CVS Health Corp,,,Germany,Europe,,,,,,,investpy
V6CG,Viscom AG,,,Germany,Europe,,,,,,,investpy
DBOX,Digitalbox,,,United Kingdom,Europe,,,,,,,investpy
ROTH,Rothschild & Co,,,France,Europe,,,,,,,investpy
BETR,Beter Bed,,,Netherlands,Europe,,,,,,,investpy
HIA,Health Italia,,,Italy,Europe,,,,,,,investpy
ELCO,Elecosoft,,,United Kingdom,Europe,,,,,,,investpy
AA4,Falck,,,Italy,Europe,,,,,,,investpy
HHI,Henderson High Income,,,United Kingdom,Europe,,,,,,,investpy
UAI,U and I Group,,,United Kingdom,Europe,,,,,,,investpy
MLLED,Novaday,,,France,Europe,,,,,,,investpy
REAT,React Group,,,United Kingdom,Europe,,,,,,,investpy
VOWG_p,Volkswagen VZO,,,Germany,Europe,,,,,,,investpy
BUP,BIOM UP,,,France,Europe,,,,,,,investpy
NORDID,Nordic Iron Ore,,,Finland,Europe,,,,,,,investpy
CADOn,Comercial del Plata N,,,Switzerland,Europe,,,,,,,investpy
IEM,Impax Environmental,,,United Kingdom,Europe,,,,,,,investpy
WRT1V,Wartsila,,,Finland,Europe,,,,,,,investpy
GLEN,Glencore,,,United Kingdom,Europe,,,,,,,investpy
GUGEO,Guideline Geo,,,Sweden,Europe,,,,,,,investpy
SFQN,SAF Holland,,,Austria,Europe,,,,,,,investpy
SIOO,Sirio,,,Italy,Europe,,,,,,,investpy
4BW,BWX Tech,,,Germany,Europe,,,,,,,investpy
FHZN,Flughafen Zurich,,,Switzerland,Europe,,,,,,,investpy
ASH,Ashley House,,,United Kingdom,Europe,,,,,,,investpy
DMG,Digital Magics,,,Italy,Europe,,,,,,,investpy
PLANZ,Plazza Immobilien AG,,,Switzerland,Europe,,,,,,,investpy
FIVEPG,5Th Planet Games,,,Norway,Europe,,,,,,,investpy
CBAX,Commonwealth Bank Australia,,,Germany,Europe,,,,,,,investpy
NILS,Nilsson Special Vehicles publ AB,,,Sweden,Europe,,,,,,,investpy
MPEN,MedicPen,,,Sweden,Europe,,,,,,,investpy
BSGR,B&S Group,,,Netherlands,Europe,,,,,,,investpy
GATEG,Gate Ventures,,,Denmark,Europe,,,,,,,investpy
COPMa,CompuGroup AG,,,Germany,Europe,,,,,,,investpy
TEP,Telecom Plus,,,United Kingdom,Europe,,,,,,,investpy
DEMANT,William Demant,,,Denmark,Europe,,,,,,,investpy
ALTTI,Travel Technology Interactive,,,France,Europe,,,,,,,investpy
OLLI,Installux,,,France,Europe,,,,,,,investpy
DIEGK,Diegem Kennedy,,,Belgium,Europe,,,,,,,investpy
VITb,Vitec Software B,,,Sweden,Europe,,,,,,,investpy
ADLG,Adler Real Estate,,,Austria,Europe,,,,,,,investpy
COREpref,Corem Property,,,Sweden,Europe,,,,,,,investpy
D8Sy,Itau CorpBanca ADR,,,Germany,Europe,,,,,,,investpy
INISSb,Inission,,,Sweden,Europe,,,,,,,investpy
XMR,XMReality,,,Sweden,Europe,,,,,,,investpy
SGI,Stanley Gibbons,,,United Kingdom,Europe,,,,,,,investpy
UBIP,Ubisoft,,,Switzerland,Europe,,,,,,,investpy
PFG,Provident Financial,,,United Kingdom,Europe,,,,,,,investpy
FABG,Fabege,,,Sweden,Europe,,,,,,,investpy
JUNG_p,Jungheinrich AG,,,Germany,Europe,,,,,,,investpy
YARNOK,Yara International,,,Sweden,Europe,,,,,,,investpy
YEINT,Yleiselektroniikka,,,Finland,Europe,,,,,,,investpy
MEDA,Medartis,,,Switzerland,Europe,,,,,,,investpy
KUBCq,Kubera,,,United Kingdom,Europe,,,,,,,investpy
FTC,Filtronic,,,United Kingdom,Europe,,,,,,,investpy
LITIU,Litium,,,Sweden,Europe,,,,,,,investpy
NUEVOL,Nuevolution AB,,,Sweden,Europe,,,,,,,investpy
ORM,Ormonde Mining,,,Ireland,Europe,,,,,,,investpy
CHRH,Chr. Hansen,,,Denmark,Europe,,,,,,,investpy
ALIDS,Idsud,,,France,Europe,,,,,,,investpy
SUSW,Surgical Science Sweden,,,Sweden,Europe,,,,,,,investpy
NOR,Norwegian Ener,,,Norway,Europe,,,,,,,investpy
STF,Stef,,,France,Europe,,,,,,,investpy
LIDDS,Lidds AB,,,Sweden,Europe,,,,,,,investpy
SKAb,Skanska B,,,Sweden,Europe,,,,,,,investpy
NOHOP,NoHo Partners,,,Finland,Europe,,,,,,,investpy
BAYNE,Bayn Europe AB,,,Sweden,Europe,,,,,,,investpy
PTEC,Playtech,,,United Kingdom,Europe,,,,,,,investpy
NWJ,Eversource Energy,,,Germany,Europe,,,,,,,investpy
ALKb,ALK-Abello B,,,Denmark,Europe,,,,,,,investpy
BPDG,Banque Profil Gestion,,,Switzerland,Europe,,,,,,,investpy
MKO1,Capri Holdings,,,Germany,Europe,,,,,,,investpy
VWS,Vestas Wind,,,Denmark,Europe,,,,,,,investpy
YSRR,Serrano 61 Desarrollo,,,Spain,Europe,,,,,,,investpy
LEBO,Lebon,,,France,Europe,,,,,,,investpy
GOFORE,Gofore,,,Finland,Europe,,,,,,,investpy
HEFT,Henderson European,,,United Kingdom,Europe,,,,,,,investpy
PSON,Pearson,,,United Kingdom,Europe,,,,,,,investpy
VOWG,Volkswagen ST,,,Belgium,Europe,,,,,,,investpy
DIOR,Christian Dior,,,France,Europe,,,,,,,investpy
GATC,GATTACA,,,United Kingdom,Europe,,,,,,,investpy
RBIV,Raiffeisen Bank,,,Switzerland,Europe,,,,,,,investpy
PSAGn,PSI AG,,,Germany,Europe,,,,,,,investpy
NANONOK,Nordic Nanovector ASA,,,Sweden,Europe,,,,,,,investpy
HHFGn,Hamburger Hafen A-SP,,,Germany,Europe,,,,,,,investpy
RBA,Ritchie Bros Auctioneers,,,Germany,Europe,,,,,,,investpy
MANV,Josef Manner Comp AG,,,Austria,Europe,,,,,,,investpy
ALNG,Awilco LNG,,,Norway,Europe,,,,,,,investpy
DRWG,Draegerwerk ST,,,Germany,Europe,,,,,,,investpy
B8JN,Basic Energy Services,,,Germany,Europe,,,,,,,investpy
JARB,Jardine Matheson,,,United Kingdom,Europe,,,,,,,investpy
FORN,Forbo Holding AG,,,Switzerland,Europe,,,,,,,investpy
ALPAT,Plant Advanced Technologies SA,,,France,Europe,,,,,,,investpy
OPUS,Opus Group publ AB,,,Sweden,Europe,,,,,,,investpy
R4ER,Reach4Entertainment,,,United Kingdom,Europe,,,,,,,investpy
DOVA,DoValue,,,Italy,Europe,,,,,,,investpy
SOON,Sonova H Ag,,,Switzerland,Europe,,,,,,,investpy
BSXU,Boston Scientific,,,Germany,Europe,,,,,,,investpy
NEWTON,Newton Nordic,,,Sweden,Europe,,,,,,,investpy
EYDr,Athens Water,,,Greece,Europe,,,,,,,investpy
IDVP,IDI,,,France,Europe,,,,,,,investpy
WEB,Webjet,,,Germany,Europe,,,,,,,investpy
BKS,Barnes&Noble,,,Germany,Europe,,,,,,,investpy
SFPF,SF Sustainable Property Fund,,,Switzerland,Europe,,,,,,,investpy
NWOn,New Work,,,Germany,Europe,,,,,,,investpy
PHARP,Pharos Energy PLC,,,United Kingdom,Europe,,,,,,,investpy
AGAT,Agatos,,,Italy,Europe,,,,,,,investpy
CBOE,Cboe Global,,,Germany,Europe,,,,,,,investpy
PXSL,Provexis,,,Germany,Europe,,,,,,,investpy
KINVa,Kinnevik A,,,Sweden,Europe,,,,,,,investpy
ARGR,Argos,,,United Kingdom,Europe,,,,,,,investpy
ALGEV,Gevelot,,,France,Europe,,,,,,,investpy
PCAT,Photocat AS,,,Sweden,Europe,,,,,,,investpy
SAN,Santander,,,Germany,Europe,,,,,,,investpy
BIAN,Biancamano,,,Italy,Europe,,,,,,,investpy
GBGP,GB Group,,,United Kingdom,Europe,,,,,,,investpy
HZM,Horizonte Minerals,,,United Kingdom,Europe,,,,,,,investpy
UNIBAP,Unibap,,,Sweden,Europe,,,,,,,investpy
STEL,SingTel,,,Germany,Europe,,,,,,,investpy
FGG,Future Gaming Group,,,Sweden,Europe,,,,,,,investpy
COVI,Contextvision,,,Norway,Europe,,,,,,,investpy
ZALG,Zalando SE,,,Germany,Europe,,,,,,,investpy
MTGb,MTG B,,,Sweden,Europe,,,,,,,investpy
AVG,Avingtrans,,,United Kingdom,Europe,,,,,,,investpy
INDUCT-ME,Induct,,,Norway,Europe,,,,,,,investpy
FNL,Finlogic,,,Italy,Europe,,,,,,,investpy
DESI,Banco Di Desio E Brianza,,,Italy,Europe,,,,,,,investpy
ALTAN,Le Tanneur,,,France,Europe,,,,,,,investpy
YAST,Asturias Retail,,,Spain,Europe,,,,,,,investpy
SLITE,Slitevind,,,Sweden,Europe,,,,,,,investpy
VALO,VALE ON,,,Spain,Europe,,,,,,,investpy
WYWYN,Wynnstay,,,United Kingdom,Europe,,,,,,,investpy
XIOR,Xior Student Housing BVBA,,,Belgium,Europe,,,,,,,investpy
GILG,DMG Mori Seiki,,,Austria,Europe,,,,,,,investpy
SIKA,Sika,,,Switzerland,Europe,,,,,,,investpy
BCPT,BMO Commercial,,,United Kingdom,Europe,,,,,,,investpy
SIILI,Siili Solutions Oyj,,,Finland,Europe,,,,,,,investpy
VOD,Vodafone Group PLC,,,United Kingdom,Europe,,,,,,,investpy
DRIL,Drillcon AB,,,Sweden,Europe,,,,,,,investpy
SRSr,Gr Sarantis,,,Greece,Europe,,,,,,,investpy
STBNOK,Storebrand,,,Sweden,Europe,,,,,,,investpy
SY1G,Symrise AG,,,Austria,Europe,,,,,,,investpy
TQK,The Wendy’s Co,,,Germany,Europe,,,,,,,investpy
TWTR,Twitter Inc,,,Austria,Europe,,,,,,,investpy
ABEO,Abeo SAS,,,France,Europe,,,,,,,investpy
IPG,IPG,,,Germany,Europe,,,,,,,investpy
ODF,Odfjell,,,Norway,Europe,,,,,,,investpy
C0Q,Coca Cola HBC AG,,,Germany,Europe,,,,,,,investpy
HANDI,Handicare,,,Sweden,Europe,,,,,,,investpy
COMPIT,Compare-IT Nordic,,,Sweden,Europe,,,,,,,investpy
ELEKTRA,Grupo Elektra,,,Spain,Europe,,,,,,,investpy
ZETA,ZetaDisplay AB,,,Sweden,Europe,,,,,,,investpy
CROS,Crosswood,,,France,Europe,,,,,,,investpy
ANV,Antares Vision,,,Italy,Europe,,,,,,,investpy
GSFNOK,Grieg Seafood,,,Sweden,Europe,,,,,,,investpy
MAERSKa,Moller Maersk A,,,Denmark,Europe,,,,,,,investpy
PNVA,Paynova,,,Sweden,Europe,,,,,,,investpy
HBAN,Huntington Bancshares,,,Germany,Europe,,,,,,,investpy
GFII,Lisi,,,France,Europe,,,,,,,investpy
PAFR,Pan African Resources,,,Germany,Europe,,,,,,,investpy
HOMEb,HomeMaid,,,Sweden,Europe,,,,,,,investpy
OSBO,OSB,,,United Kingdom,Europe,,,,,,,investpy
SAA1V,Sanoma Oyj,,,Finland,Europe,,,,,,,investpy
TWTR,Twitter Inc,,,Switzerland,Europe,,,,,,,investpy
CAPLI,Capelli,,,France,Europe,,,,,,,investpy
NTSAS,NTS ASA,,,Norway,Europe,,,,,,,investpy
AOXG,Alstria,,,Austria,Europe,,,,,,,investpy
SYNCS,Syncona,,,United Kingdom,Europe,,,,,,,investpy
ALCC,Alcon,,,Switzerland,Europe,,,,,,,investpy
NJOB,NetJobs Group AB,,,Sweden,Europe,,,,,,,investpy
HNE,Henderson Eurotrust,,,United Kingdom,Europe,,,,,,,investpy
CRTO,Crcam Touraine,,,France,Europe,,,,,,,investpy
IGC,India Capital,,,United Kingdom,Europe,,,,,,,investpy
NETC,Netcall,,,United Kingdom,Europe,,,,,,,investpy
HON,Honeywell,,,Germany,Europe,,,,,,,investpy
III,3I Group,,,United Kingdom,Europe,,,,,,,investpy
TBIRD,Thunderbird Resorts,,,Netherlands,Europe,,,,,,,investpy
CSP,CSP International,,,Italy,Europe,,,,,,,investpy
FCIT,F&C Invest,,,United Kingdom,Europe,,,,,,,investpy
BRGD,Borregaard,,,Norway,Europe,,,,,,,investpy
BYOT,Byotrol,,,United Kingdom,Europe,,,,,,,investpy
ZUMV,Zumtobel AG,,,Austria,Europe,,,,,,,investpy
CMCOM,Cm,,,Netherlands,Europe,,,,,,,investpy
HELN,Helvetia,,,Switzerland,Europe,,,,,,,investpy
ALLN,Allreal Holding,,,Switzerland,Europe,,,,,,,investpy
BIOWKS,Bio-Works,,,Sweden,Europe,,,,,,,investpy
1BF,Phoenix,,,Germany,Europe,,,,,,,investpy
REGN,Regeneron Pharma,,,Germany,Europe,,,,,,,investpy
AALD,American Airlines,,,Austria,Europe,,,,,,,investpy
BYGGP,Bygg Partner i Dalarna,,,Sweden,Europe,,,,,,,investpy
DTEGnEUR,Deutsche Telekom AG,,,Switzerland,Europe,,,,,,,investpy
ABI,Anheuser Busch Inbev,,,Italy,Europe,,,,,,,investpy
LGEN,Legal & General,,,United Kingdom,Europe,,,,,,,investpy
ABF,Associated British Foods,,,United Kingdom,Europe,,,,,,,investpy
SOPH,Sophos Group PLC,,,United Kingdom,Europe,,,,,,,investpy
TOTF,Total,,,Switzerland,Europe,,,,,,,investpy
BEZG,Beazley,,,United Kingdom,Europe,,,,,,,investpy
ZCCM,ZCCM Investments,,,France,Europe,,,,,,,investpy
BGHL,Boussard Gavaudan,,,Netherlands,Europe,,,,,,,investpy
SAPGEUR,SAP,,,Switzerland,Europe,,,,,,,investpy
MLDTB,Datbim SA,,,France,Europe,,,,,,,investpy
UW,Waste Management,,,Germany,Europe,,,,,,,investpy
SIAT,CS RE Siat,,,Switzerland,Europe,,,,,,,investpy
GDWN,Goodwin,,,United Kingdom,Europe,,,,,,,investpy
YPARK,Inmobiliaria Park Rose,,,Spain,Europe,,,,,,,investpy
AFPD,Aluflexpack,,,Switzerland,Europe,,,,,,,investpy
MOLDC,Costamp,,,Italy,Europe,,,,,,,investpy
SOSI1,Sotkamo Silver AB,,,Finland,Europe,,,,,,,investpy
MULQ,MultiQ International,,,Sweden,Europe,,,,,,,investpy
RAAG,Rational AG,,,Germany,Europe,,,,,,,investpy
CVN,Carnarvon Petroleum,,,Germany,Europe,,,,,,,investpy
NY7,Molson Coors Brewing B,,,Germany,Europe,,,,,,,investpy
LHN,LafargeHolcim,,,France,Europe,,,,,,,investpy
NKR,Nekkar Asa,,,Norway,Europe,,,,,,,investpy
ALVER,Vergnet,,,France,Europe,,,,,,,investpy
JHD,James Halstead,,,United Kingdom,Europe,,,,,,,investpy
ALSS,Altri,,,Portugal,Europe,,,,,,,investpy
ABVX,Abivax SA,,,France,Europe,,,,,,,investpy
BKNGUSD,Booking,,,Switzerland,Europe,,,,,,,investpy
SCOR,SCOR,,,France,Europe,,,,,,,investpy
GRLA,Gronlandsbanken,,,Denmark,Europe,,,,,,,investpy
SIC,Swisscanto CH RE Ifca,,,Switzerland,Europe,,,,,,,investpy
PSCF,Procimmo Swiss Commercial,,,Switzerland,Europe,,,,,,,investpy
CMO,Crcam Morbihan,,,France,Europe,,,,,,,investpy
MLVAP,Kumulus Vape,,,France,Europe,,,,,,,investpy
AIBG,AIB,,,Ireland,Europe,,,,,,,investpy
AIKb,AIK Fotboll,,,Sweden,Europe,,,,,,,investpy
PQR,Parques Reunidos,,,Spain,Europe,,,,,,,investpy
TOWNT,Town Centre,,,United Kingdom,Europe,,,,,,,investpy
ALBOU,Bourrelier,,,France,Europe,,,,,,,investpy
BRWM,Blackrock World Mining,,,United Kingdom,Europe,,,,,,,investpy
CTH1V,Componenta Oyj,,,Finland,Europe,,,,,,,investpy
LEADD,Leaddesk,,,Finland,Europe,,,,,,,investpy
BEG,Begbies Traynor,,,United Kingdom,Europe,,,,,,,investpy
FTON,Feintool International Holding,,,Switzerland,Europe,,,,,,,investpy
VJBA,Vestjysk Bank,,,Denmark,Europe,,,,,,,investpy
SIE,Siemens AG,,,Italy,Europe,,,,,,,investpy
MAREL,Marel hf,,,Netherlands,Europe,,,,,,,investpy
INGI,Ingenta,,,United Kingdom,Europe,,,,,,,investpy
FPO,Petra Diamonds,,,Germany,Europe,,,,,,,investpy
NEXTNOK,Next Biometrics,,,Sweden,Europe,,,,,,,investpy
ABBN,ABB,,,Switzerland,Europe,,,,,,,investpy
DEDIC,Dedicare B,,,Sweden,Europe,,,,,,,investpy
STAF,Staffline,,,United Kingdom,Europe,,,,,,,investpy
WINEW,Majestic Wine,,,United Kingdom,Europe,,,,,,,investpy
ETO,Entertainment One,,,United Kingdom,Europe,,,,,,,investpy
H2Fn,Heliocentris Energy Solutions,,,Germany,Europe,,,,,,,investpy
ANP,Anpario,,,United Kingdom,Europe,,,,,,,investpy
CAH,Cardinal Health,,,Germany,Europe,,,,,,,investpy
ARYN,Aryzta,,,Ireland,Europe,,,,,,,investpy
EVE,Evolva Holding,,,Switzerland,Europe,,,,,,,investpy
RIB,RIB Software AG,,,Germany,Europe,,,,,,,investpy
REDD,Redde,,,United Kingdom,Europe,,,,,,,investpy
MBO,Mobilityone,,,United Kingdom,Europe,,,,,,,investpy
SLB,Schlumberger,,,Switzerland,Europe,,,,,,,investpy
SGOB,Saint Gobain,,,Italy,Europe,,,,,,,investpy
IRLABa,IRLAB Therapeutics,,,Sweden,Europe,,,,,,,investpy
TENr,Terna Energy,,,Greece,Europe,,,,,,,investpy
INTEGb,Integrum,,,Sweden,Europe,,,,,,,investpy
IVXG,Invision AG,,,Germany,Europe,,,,,,,investpy
RAIKV,Raisio,,,Finland,Europe,,,,,,,investpy
NEPA,Nepa,,,Sweden,Europe,,,,,,,investpy
CRGIn,Banca Carige RSP,,,Italy,Europe,,,,,,,investpy
MBBG,MBB Industries AG,,,Germany,Europe,,,,,,,investpy
BET,BE,,,Italy,Europe,,,,,,,investpy
HOC,HolidayCheck,,,Germany,Europe,,,,,,,investpy
SIEGnEUR,Siemens AG,,,Switzerland,Europe,,,,,,,investpy
PVAC,Pierre Vacances,,,France,Europe,,,,,,,investpy
REE,Red Electrica,,,Spain,Europe,,,,,,,investpy
HOFI,Hoist Finance AB,,,Sweden,Europe,,,,,,,investpy
ELEC,Electra Gruppen,,,Sweden,Europe,,,,,,,investpy
ELY,Callaway Golf,,,Germany,Europe,,,,,,,investpy
UIAV,Unternehmens Invest AG,,,Austria,Europe,,,,,,,investpy
ATVI,Activision Blizzard,,,Austria,Europe,,,,,,,investpy
JBOG,Jacques Bogart,,,France,Europe,,,,,,,investpy
VEMFsdb,Vostok Emerging Finance Ltd,,,Sweden,Europe,,,,,,,investpy
V3VGn,Vita 34 AG,,,Germany,Europe,,,,,,,investpy
FUGRc,Fugro,,,Netherlands,Europe,,,,,,,investpy
ALNGNOK,Awilco LNG,,,Sweden,Europe,,,,,,,investpy
LXSG,Lanxess AG,,,Germany,Europe,,,,,,,investpy
CRDA,Croda Intl,,,United Kingdom,Europe,,,,,,,investpy
CONFRZ,Conferize,,,Denmark,Europe,,,,,,,investpy
2DBn,Dunkin Brands,,,Germany,Europe,,,,,,,investpy
VLTZ,Graines Voltz,,,France,Europe,,,,,,,investpy
AAL,Anglo American,,,Switzerland,Europe,,,,,,,investpy
DB1GnEUR,Deutsche Boerse,,,Switzerland,Europe,,,,,,,investpy
GIRO,Signaux Girod,,,France,Europe,,,,,,,investpy
AEDAS,Aedas Homes,,,Spain,Europe,,,,,,,investpy
ALNN6,Enensys Technologies,,,France,Europe,,,,,,,investpy
CPRC,Carpetright,,,United Kingdom,Europe,,,,,,,investpy
MNL,Manchester and London,,,United Kingdom,Europe,,,,,,,investpy
GSK,GlaxoSmithKline,,,Switzerland,Europe,,,,,,,investpy
MLTR,Uni Light LED,,,Sweden,Europe,,,,,,,investpy
NDADK,Nordea Bank,,,Denmark,Europe,,,,,,,investpy
ALERS,Eurobio Scientific,,,France,Europe,,,,,,,investpy
HOLCO,Holland Colours,,,Netherlands,Europe,,,,,,,investpy
SVS,Savills,,,United Kingdom,Europe,,,,,,,investpy
VZ,Verizon,,,Austria,Europe,,,,,,,investpy
RISK,Risk Intelligence,,,Sweden,Europe,,,,,,,investpy
ANEA,Anglo-Eastern Plantations,,,United Kingdom,Europe,,,,,,,investpy
HELIO,Heliospectra publ AB,,,Sweden,Europe,,,,,,,investpy
DOKA,Dorma Kaba Holding,,,Switzerland,Europe,,,,,,,investpy
TRVX,Targovax,,,Norway,Europe,,,,,,,investpy
BIOa,Bio-Rad Labs,,,Germany,Europe,,,,,,,investpy
HYR,Hydrodec,,,United Kingdom,Europe,,,,,,,investpy
SCST,Scandi Standard publ AB,,,Sweden,Europe,,,,,,,investpy
PCA,Palace Capital PLC,,,United Kingdom,Europe,,,,,,,investpy
ROSER,Rose Petroleum,,,United Kingdom,Europe,,,,,,,investpy
CTNGk,Centrotherm,,,Germany,Europe,,,,,,,investpy
ABM,ABM Industries,,,Germany,Europe,,,,,,,investpy
