symbol,last_updated,country,region,name,exchange,currency,data_source,industry,sector,market_cap,revenue,profit_margin,operating_margin,return_on_equity,return_on_assets,forward_pe,trailing_pe,price_to_sales,price_to_book,enterprise_value,employees,website,revenue_annual,operating_income,net_income,ebitda,gross_profit,fiscal_year_end,total_assets,total_debt,total_equity,cash,current_assets,current_liabilities,current_ratio
XXLNOK,2025-03-21T10:53:44.491630,Sweden,Europe,XXL ASA,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITTr,2025-03-21T10:53:44.568512,Greece,Europe,Intertech,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALIn,2025-03-21T10:53:44.598695,Italy,Europe,Impregilo RSP,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMMNOV,2025-03-21T10:53:44.630089,Sweden,Europe,Immunovia publ AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTG,2025-03-21T10:53:44.598695,Germany,Europe,Evotec AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONNOK,2025-03-21T10:53:45.023474,Sweden,Europe,Bonheur,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOG,2025-03-21T10:53:45.023474,Norway,Europe,Sparebanken Ost,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMKV,2025-03-21T10:53:45.539654,Austria,Europe,Mayr-Melnhof Karton AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLVN,2025-03-21T10:53:45.539654,United Kingdom,Europe,Bowleven,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUCIn,2025-03-21T10:53:45.539654,Italy,Europe,Zucchi RSP,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NENTb,2025-03-21T10:53:45.555657,Sweden,Europe,Nordic Entertainment B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYTr,2025-03-21T10:53:45.461242,Greece,Europe,Byte Computer SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARDN,2025-03-21T10:53:45.539654,United Kingdom,Europe,Arden,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
