symbol,last_updated,country,region,name,exchange,currency,data_source,industry,sector,market_cap,revenue,profit_margin,operating_margin,return_on_equity,return_on_assets,forward_pe,trailing_pe,price_to_sales,price_to_book,enterprise_value,employees,website,revenue_annual,operating_income,net_income,ebitda,gross_profit,fiscal_year_end,total_assets,total_debt,total_equity,cash,current_assets,current_liabilities,current_ratio
CRH,2025-03-21T10:44:12.882603,Ireland,Europe,CRH PLC,NYQ,USD,"investpy, Yahoo Finance",Building Materials,Basic Materials,66120249344.0,35571998720.0,0.098170005,0.13878,0.15835,0.06282,16.077429,19.440239,1.8587724,3.0591516,79105196032.0,79800.0,https://www.crh.com,35572000000.0,4849000000.0,3492000000.0,7124000000.0,12701000000.0,2024-12-31,50613000000.0,15307000000.0,,3720000000.0,14083000000.0,10296000000.0,1.367812742812743
SWTQ,2025-03-21T10:53:45.899913,Switzerland,Europe,Schweiter Tech,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HICL,2025-03-21T10:53:45.915933,United Kingdom,Europe,HICL Infrastructure,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08,2025-03-21T10:53:46.356283,Germany,Europe,Caesars,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A60,2025-03-21T10:53:46.391798,Germany,Europe,Allergan,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINV,2025-03-21T10:53:46.309066,Belgium,Europe,Home Invest,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMMO,2025-03-21T10:53:46.309066,Belgium,Europe,Immobel,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTAN,2025-03-21T10:53:46.309066,United Kingdom,Europe,Witan,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCN,2025-03-21T10:53:46.391798,United Kingdom,Europe,Tricorn,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUKN,2025-03-21T10:53:46.824615,Switzerland,Europe,Luzerner Kantonalbank AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREG,2025-03-21T10:53:46.715672,Switzerland,Europe,Fresenius SE,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEX,2025-03-21T10:53:47.196846,United Kingdom,Europe,National Express,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C52,2025-03-21T10:53:47.322189,Germany,Europe,Colfax,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBST,2025-03-21T10:53:47.269159,United Kingdom,Europe,Ibstock PLC,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEA,2025-03-21T10:53:47.181828,France,Europe,Fonciere Inea,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPAP,2025-03-21T10:53:47.259159,France,Europe,Docks des Petroles dAmbes,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOBII,2025-03-21T10:53:47.196846,Sweden,Europe,Tobii AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKEA,2025-03-21T10:53:47.666925,Norway,Europe,Okea,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILDUSD,2025-03-21T10:53:47.697971,Switzerland,Europe,Gilead,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTON,2025-03-21T10:53:48.169047,Switzerland,Europe,Autoneum Holding AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATE,2025-03-21T10:53:48.184580,United Kingdom,Europe,Tate&Lyle,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOTR,2025-03-21T10:53:48.247934,Sweden,Europe,Emotra AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICy,2025-03-21T10:53:48.137056,Germany,Europe,BanColombia,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRC,2025-03-21T10:53:48.235922,Italy,Europe,Pirelli & C,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNIT,2025-03-21T10:53:48.247934,Denmark,Europe,Nnit AS,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNUM,2025-03-21T10:53:48.641067,Spain,Europe,Numulae Gestion de Servicios,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIGT,2025-03-21T10:53:48.562272,United Kingdom,Europe,Troy,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFLb,2025-03-21T10:53:49.016030,Sweden,Europe,Deflamo AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURN,2025-03-21T10:53:49.016030,Switzerland,Europe,Kuros Biosciences,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPLA,2025-03-21T10:53:49.046958,France,Europe,Planet.FR SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFTC,2025-03-21T10:53:49.046958,Italy,Europe,Matica Fintec,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELGr,2025-03-21T10:53:49.141865,Greece,Europe,Elgeka,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S92G,2025-03-21T10:53:49.000028,Austria,Europe,SMA Solar AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIPRO,2025-03-21T10:53:49.657213,Denmark,Europe,Victoria Properties,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOFNOK,2025-03-21T10:53:49.672248,Sweden,Europe,Dof,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSI,2025-03-21T10:53:50.062939,Italy,Europe,Assiteca SpA Internazionale,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALADO,2025-03-21T10:53:50.094041,France,Europe,Adomos,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3B,2025-03-21T10:53:50.094041,Germany,Europe,Acco Brands,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTCG,2025-03-21T10:53:50.110063,Germany,Europe,Realtech AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATGn,2025-03-21T10:53:50.030915,Germany,Europe,Patrizia Immobilien,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWONOK,2025-03-21T10:53:50.094041,Sweden,Europe,BW Offshore,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAV,2025-03-21T10:53:50.580138,Belgium,Europe,Euronav,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFXGn,2025-03-21T10:53:50.564057,Germany,Europe,Infineon,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0RIH,2025-03-21T10:53:50.973384,United Kingdom,Europe,Alphabet A,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLALV,2025-03-21T10:53:50.973315,France,Europe,Alveen,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBSG,2025-03-21T10:53:51.036052,Switzerland,Europe,UBS Group,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMH,2025-03-21T10:53:51.098019,Switzerland,Europe,GAM Holding,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKMO,2025-03-21T10:53:51.109555,Sweden,Europe,Skane mollan AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXIG,2025-03-21T10:53:51.051383,United Kingdom,Europe,Oxford Instruments,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIHO,2025-03-21T10:53:51.441753,Sweden,Europe,Miris Holding,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHBb,2025-03-21T10:53:51.456932,Sweden,Europe,Svenska Handelsbanken B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYIMAb,2025-03-21T10:53:51.908031,Sweden,Europe,Ayima,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUIGn,2025-03-21T10:53:51.970941,Germany,Europe,Tui,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOBINA,2025-03-21T10:53:52.001650,Sweden,Europe,Nobina publ AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITC,2025-03-21T10:53:51.986448,Belgium,Europe,Titan Cement,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEAD,2025-03-21T10:53:52.001650,United Kingdom,Europe,Headlam,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZN,2025-03-21T10:44:28.996004,United Kingdom,Europe,Astrazeneca PLC,NMS,USD,"investpy, Yahoo Finance",Drug Manufacturers - General,Healthcare,237457620992.0,54072999936.0,0.1301,0.22718,0.17593999,0.078779995,13.938069,34.00889,4.3914266,2.909063,143667806208.0,94300.0,https://www.astrazeneca.com,54073000000.0,10003000000.0,7035000000.0,17121000000.0,43866000000.0,2024-12-31,104035000000.0,30114000000.0,,5488000000.0,25827000000.0,27866000000.0,0.9268283930237565
MBQGn,2025-03-21T10:53:51.939388,Germany,Europe,Mobotix AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMAG,2025-03-21T10:53:52.372701,Austria,Europe,PIERER Mobility AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O2Dn,2025-03-21T10:53:52.388279,Austria,Europe,Telefonica Deutschland AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNOV,2025-03-21T10:53:53.062728,France,Europe,Novacyt,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1COV,2025-03-21T10:53:53.077949,Austria,Europe,Covestro,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AERWb,2025-03-21T10:53:53.124093,Sweden,Europe,Aerowash,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRNG,2025-03-21T10:53:53.139253,Germany,Europe,Krones AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXII,2025-03-21T10:53:53.093650,Italy,Europe,Nexi,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSGnEUR,2025-03-21T10:53:53.169586,Switzerland,Europe,Adidas,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWN,2025-03-21T10:53:53.844910,Switzerland,Europe,New Value AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEQGn,2025-03-21T10:53:53.844910,Austria,Europe,Deutsche Euroshop AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIONn,2025-03-21T10:53:54.280956,Germany,Europe,BB Biotech,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETGG,2025-03-21T10:53:54.328663,Germany,Europe,Envitec,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELIA,2025-03-21T10:53:54.280956,Sweden,Europe,Telia Company,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAGG,2025-03-21T10:53:54.359684,Germany,Europe,Aumann,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDDS,2025-03-21T10:53:54.280956,France,Europe,Editions du Signe,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTINOK,2025-03-21T10:53:54.265949,Sweden,Europe,Multiconsult AS SE,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENOb,2025-03-21T10:53:54.359684,Sweden,Europe,Genovis AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOE,2025-03-21T10:53:54.767228,France,Europe,Fonciere Volta,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPS,2025-03-21T10:53:55.285190,United Kingdom,Europe,JPMorgan Japan Smaller,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1AG,2025-03-21T10:53:55.285190,Austria,Europe,GEA Group AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOED,2025-03-21T10:53:55.379548,Italy,Europe,Mondadori Editore,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCS,2025-03-21T10:53:55.347489,Norway,Europe,Polarcus,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROMR,2025-03-21T10:53:55.300400,Norway,Europe,RomReal,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GABAT,2025-03-21T10:53:55.316431,Sweden,Europe,Gabather,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFb,2025-03-21T10:53:55.347489,Sweden,Europe,Softronic B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKWY,2025-03-21T10:53:55.847932,Netherlands,Europe,Takeaway Com,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARSA,2025-03-21T10:53:56.240930,United Kingdom,Europe,Asiamet Resources,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSUG,2025-03-21T10:53:56.271967,Germany,Europe,WashTec AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUSTAY,2025-03-21T10:53:56.303378,Sweden,Europe,Nustay,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGEN,2025-03-21T10:53:56.240930,France,Europe,Genoway,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNEV,2025-03-21T10:53:56.350525,France,Europe,Neovacs,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVKn,2025-03-21T10:53:56.240930,Germany,Europe,Evonik,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNH,2025-03-21T10:53:56.271967,Germany,Europe,Senior Housing Properties,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASM,2025-03-21T10:53:56.773262,Spain,Europe,Masmovil Ibercom,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REALFI,2025-03-21T10:53:57.166590,Sweden,Europe,Realfiction,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNMP,2025-03-21T10:53:57.228907,Sweden,Europe,ShaMaran Petroleum,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAHOOT-ME,2025-03-21T10:53:57.228907,Norway,Europe,Kahoot,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QCOMUSD,2025-03-21T10:53:57.197427,Switzerland,Europe,Qualcomm,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COHE,2025-03-21T10:53:57.213432,France,Europe,Coheris,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AITN,2025-03-21T10:53:57.213432,Germany,Europe,Applied Industrial Technologies,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMIDAb,2025-03-21T10:53:57.150549,Sweden,Europe,Umida B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GELE,2025-03-21T10:53:57.899287,Italy,Europe,Gel,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESN,2025-03-21T10:53:58.308895,Switzerland,Europe,Nestle,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXLA,2025-03-21T10:53:58.293421,Norway,Europe,XXL ASA,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRLA,2025-03-21T10:53:58.370990,France,Europe,Verallia Deutschland,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUMU,2025-03-21T10:53:58.370990,Finland,Europe,PunaMusta Media,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOUT,2025-03-21T10:53:58.355922,Sweden,Europe,Scout Gaming,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOUY,2025-03-21T10:53:58.293421,France,Europe,Bouygues,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITWB,2025-03-21T10:53:58.370990,Italy,Europe,Italian Wine Brands SpA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPKG,2025-03-21T10:53:58.808385,Germany,Europe,LPKF,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNAn,2025-03-21T10:53:59.276714,Italy,Europe,Vonovia,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRMDa,2025-03-21T10:53:59.308744,Denmark,Europe,Torm A,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHAL,2025-03-21T10:53:59.230261,Sweden,Europe,PharmaLundensis,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALCO,2025-03-21T10:53:59.292745,Sweden,Europe,Balco Group,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTAS,2025-03-21T10:53:59.292745,United Kingdom,Europe,NASCIT,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEIG,2025-03-21T10:53:59.308744,Switzerland,Europe,Heidelbergcement,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIIU,2025-03-21T10:53:59.230261,Germany,Europe,Federated Investors B,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EONGn,2025-03-21T10:53:59.901862,Germany,Europe,E.ON SE,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOJAMO,2025-03-21T10:54:00.354406,Finland,Europe,Kojamo,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLDYH,2025-03-21T10:54:00.309146,France,Europe,Design Your Home Holding AB,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYS1,2025-03-21T10:54:00.324407,United Kingdom,Europe,System1 Group,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGF,2025-03-21T10:54:00.387189,France,Europe,CS Communication,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRBG,2025-03-21T10:54:00.387189,United Kingdom,Europe,Tribal,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBDUb,2025-03-21T10:54:00.324407,Sweden,Europe,Obducat AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONTEX,2025-03-21T10:54:00.324407,Belgium,Europe,Ontex Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRGDNOK,2025-03-21T10:54:00.747498,Sweden,Europe,Borregaard,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHMG,2025-03-21T10:54:01.218323,Switzerland,Europe,Rheinmetall AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARC,2025-03-21T10:54:01.248596,United Kingdom,Europe,Arcontech,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDRILL,2025-03-21T10:54:01.186987,Norway,Europe,Borr Drilling,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICTA,2025-03-21T10:54:01.294896,Netherlands,Europe,ICT Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEC1_p,2025-03-21T10:54:01.264663,Germany,Europe,Metro,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASTAT,2025-03-21T10:54:01.218323,Sweden,Europe,Fastator,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALU10,2025-03-21T10:54:01.264663,France,Europe,U10,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIM,2025-03-21T10:54:01.735181,Germany,Europe,BlackBerry,YHD,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
MERL,2025-03-21T10:54:02.141972,United Kingdom,Europe,Merlin Entertainments PLC,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQIH,2025-03-21T10:54:02.220865,United Kingdom,Europe,Randall&Quilter,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPBN,2025-03-21T10:54:02.266524,Switzerland,Europe,VP Bank AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFTKn,2025-03-21T10:54:02.220865,Germany,Europe,DF Deutsche Forfait AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLGES,2025-03-21T10:54:02.220865,France,Europe,Green Energy 4 Seasons,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICKE,2025-03-21T10:54:02.189484,Sweden,Europe,Nickel Mountain,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21,2025-03-21T10:54:02.205485,United Kingdom,Europe,21St Century,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2U3,2025-03-21T10:54:02.567910,Germany,Europe,Alcon,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLCIO,2025-03-21T10:54:03.259764,France,Europe,Cioa,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILr,2025-03-21T10:54:03.717241,Greece,Europe,Unibios,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRBT,2025-03-21T10:54:03.765243,France,Europe,Guerbet,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASNOK,2025-03-21T10:54:03.701179,Sweden,Europe,Norwegian Air Shuttle,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORDb,2025-03-21T10:54:03.653666,Denmark,Europe,F.E. Bording B,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1V,2025-03-21T10:54:03.701179,Germany,Europe,MC Mining,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INHG,2025-03-21T10:54:03.637608,Austria,Europe,Indus AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULVR,2025-03-21T10:54:03.701179,United Kingdom,Europe,Unilever,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS,2025-03-21T10:54:04.189194,United Kingdom,Europe,Purpose Canadian Preferred Share ETF,NMS,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
TERR,2025-03-21T10:54:04.530997,France,Europe,Terreis,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMMb,2025-03-21T10:54:04.702280,Sweden,Europe,Lammhults Design B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC8G,2025-03-21T10:54:04.593431,Germany,Europe,Bechtle AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEONE,2025-03-21T10:54:04.624475,Sweden,Europe,TargetEveryOne,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANB,2025-03-21T10:54:04.624475,Germany,Europe,Hanesbrands,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMDG,2025-03-21T10:54:04.763212,France,Europe,MGI Digital,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAGMb,2025-03-21T10:54:04.921417,Sweden,Europe,TagMaster AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSC,2025-03-21T10:54:04.640475,United Kingdom,Europe,Bmo Global Smaller,NCM,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
TRV,2025-03-21T10:54:05.296914,Austria,Europe,"The Travelers Companies, Inc.",NYQ,USD,"investpy, Yahoo Finance",Insurance - Property & Casualty,Financial Services,58844729344.0,46422999040.0,0.10767999,0.22418,0.18941,0.0317,12.213648,12.09413,1.267577,2.1106648,61687615488.0,34000.0,https://www.travelers.com,46428000000.0,,4999000000.0,,,2024-12-31,133189000000.0,8033000000.0,,699000000.0,,,
AVV,2025-03-21T10:54:05.718203,United Kingdom,Europe,Aveva,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATOa,2025-03-21T10:54:05.733257,Sweden,Europe,Ratos A,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBLS,2025-03-21T10:54:05.749257,United Kingdom,Europe,NB Global Floating Rate,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOTEC,2025-03-21T10:54:05.765253,Norway,Europe,Biotec Pharmacon,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,2025-03-21T10:54:06.003050,Germany,Europe,TDK,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOODr,2025-03-21T10:54:06.160816,Greece,Europe,Foodlink SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESUN,2025-03-21T10:54:06.563313,Switzerland,Europe,Edisun Power Europe AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSRA,2025-03-21T10:54:06.490218,Germany,Europe,CoreCivic,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSPL,2025-03-21T10:54:06.444437,Sweden,Europe,Insplorion,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMG,2025-03-21T10:54:05.749257,United Kingdom,Europe,"Emergent Capital, Inc.",YHD,USD,"investpy, Yahoo Finance",Unknown,Unknown,8481660.0,,,,,,-0.5,,,0.0427777,,,,,,,,,,,,,,,,
