symbol,last_updated,country,region,name,exchange,currency,data_source,industry,sector,market_cap,revenue,profit_margin,operating_margin,return_on_equity,return_on_assets,forward_pe,trailing_pe,price_to_sales,price_to_book,enterprise_value,employees,website,revenue_annual,operating_income,net_income,ebitda,gross_profit,fiscal_year_end,total_assets,total_debt,total_equity,cash,current_assets,current_liabilities,current_ratio,completeness_score
ELCO,2025-03-21T10:54:48.576907,United Kingdom,Europe,Elecosoft,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AA4,2025-03-21T10:54:48.655584,Italy,Europe,Falck,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HHI,2025-03-21T10:54:48.766686,United Kingdom,Europe,Henderson High Income,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
UAI,2025-03-21T10:54:48.798688,United Kingdom,Europe,U and I Group,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MLLED,2025-03-21T10:54:48.814690,France,Europe,Novaday,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
REAT,2025-03-21T10:54:48.814690,United Kingdom,Europe,React Group,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VOWG_p,2025-03-21T10:54:48.846203,Germany,Europe,Volkswagen VZO,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BUP,2025-03-21T10:54:48.909421,France,Europe,BIOM UP,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NORDID,2025-03-21T10:54:48.941008,Finland,Europe,Nordic Iron Ore,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CADOn,2025-03-21T10:54:48.956007,Switzerland,Europe,Comercial del Plata N,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IEM,2025-03-21T10:54:49.066567,United Kingdom,Europe,Impax Environmental,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WRT1V,2025-03-21T10:54:49.113625,Finland,Europe,Wartsila,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GLEN,2025-03-21T10:54:49.129137,United Kingdom,Europe,Glencore,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GUGEO,2025-03-21T10:54:49.144359,Sweden,Europe,Guideline Geo,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SFQN,2025-03-21T10:54:49.176455,Austria,Europe,SAF Holland,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SIOO,2025-03-21T10:54:49.256624,Italy,Europe,Sirio,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4BW,2025-03-21T10:54:49.256624,Germany,Europe,BWX Tech,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FHZN,2025-03-21T10:54:49.288638,Switzerland,Europe,Flughafen Zurich,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ASH,2025-03-21T10:54:49.383134,United Kingdom,Europe,Ashley House,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DMG,2025-03-21T10:54:49.383638,Italy,Europe,Digital Magics,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PLANZ,2025-03-21T10:54:49.398272,Switzerland,Europe,Plazza Immobilien AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FIVEPG,2025-03-21T10:54:49.428916,Norway,Europe,5Th Planet Games,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CBAX,2025-03-21T10:54:49.492915,Germany,Europe,Commonwealth Bank Australia,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NILS,2025-03-21T10:54:49.588124,Sweden,Europe,Nilsson Special Vehicles publ AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MPEN,2025-03-21T10:54:49.588124,Sweden,Europe,MedicPen,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BSGR,2025-03-21T10:54:49.619926,Netherlands,Europe,B&S Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GATEG,2025-03-21T10:54:49.699288,Denmark,Europe,Gate Ventures,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COPMa,2025-03-21T10:54:49.715311,Germany,Europe,CompuGroup AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TEP,2025-03-21T10:54:49.730868,United Kingdom,Europe,Telecom Plus,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DEMANT,2025-03-21T10:54:49.762901,Denmark,Europe,William Demant,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALTTI,2025-03-21T10:54:49.762901,France,Europe,Travel Technology Interactive,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OLLI,2025-03-21T10:54:49.904176,France,Europe,Installux,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DIEGK,2025-03-21T10:54:49.919891,Belgium,Europe,Diegem Kennedy,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VITb,2025-03-21T10:54:49.919891,Sweden,Europe,Vitec Software B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ADLG,2025-03-21T10:54:49.997204,Austria,Europe,Adler Real Estate,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COREpref,2025-03-21T10:54:50.045103,Sweden,Europe,Corem Property,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
D8Sy,2025-03-21T10:54:50.076487,Germany,Europe,Itau CorpBanca ADR,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
INISSb,2025-03-21T10:54:50.076487,Sweden,Europe,Inission,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
XMR,2025-03-21T10:54:50.107137,Sweden,Europe,XMReality,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SGI,2025-03-21T10:54:50.186132,United Kingdom,Europe,Stanley Gibbons,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
UBIP,2025-03-21T10:54:50.186132,Switzerland,Europe,Ubisoft,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PFG,2025-03-21T10:54:50.231422,United Kingdom,Europe,Provident Financial,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FABG,2025-03-21T10:54:50.324625,Sweden,Europe,Fabege,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
JUNG_p,2025-03-21T10:54:50.324625,Germany,Europe,Jungheinrich AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
YARNOK,2025-03-21T10:54:50.355780,Sweden,Europe,Yara International,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
YEINT,2025-03-21T10:54:50.371815,Finland,Europe,Yleiselektroniikka,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MEDA,2025-03-21T10:54:50.481614,Switzerland,Europe,Medartis,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
KUBCq,2025-03-21T10:54:50.497630,United Kingdom,Europe,Kubera,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FTC,2025-03-21T10:54:50.512947,United Kingdom,Europe,Filtronic,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LITIU,2025-03-21T10:54:50.544575,Sweden,Europe,Litium,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NUEVOL,2025-03-21T10:54:50.608718,Sweden,Europe,Nuevolution AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ORM,2025-03-21T10:54:50.688008,Ireland,Europe,Ormonde Mining,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CHRH,2025-03-21T10:54:50.704083,Denmark,Europe,Chr. Hansen,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALIDS,2025-03-21T10:54:50.719616,France,Europe,Idsud,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SUSW,2025-03-21T10:54:50.767633,Sweden,Europe,Surgical Science Sweden,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NOR,2025-03-21T10:54:50.783651,Norway,Europe,Norwegian Ener,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
STF,2025-03-21T10:54:50.877430,France,Europe,Stef,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LIDDS,2025-03-21T10:54:50.908328,Sweden,Europe,Lidds AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SKAb,2025-03-21T10:54:50.970035,Sweden,Europe,Skanska B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NOHOP,2025-03-21T10:54:50.970035,Finland,Europe,NoHo Partners,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BAYNE,2025-03-21T10:54:50.970035,Sweden,Europe,Bayn Europe AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PTEC,2025-03-21T10:54:51.048036,United Kingdom,Europe,Playtech,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NWJ,2025-03-21T10:54:51.079523,Germany,Europe,Eversource Energy,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALKb,2025-03-21T10:54:51.079523,Denmark,Europe,ALK-Abello B,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BPDG,2025-03-21T10:54:51.220679,Switzerland,Europe,Banque Profil Gestion,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MKO1,2025-03-21T10:54:51.252742,Germany,Europe,Capri Holdings,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VWS,2025-03-21T10:54:51.252742,Denmark,Europe,Vestas Wind,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
YSRR,2025-03-21T10:54:51.315355,Spain,Europe,Serrano 61 Desarrollo,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LEBO,2025-03-21T10:54:51.315355,France,Europe,Lebon,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GOFORE,2025-03-21T10:54:51.409391,Finland,Europe,Gofore,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HEFT,2025-03-21T10:54:51.440984,United Kingdom,Europe,Henderson European,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PSON,2025-03-21T10:54:51.440984,United Kingdom,Europe,Pearson,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VOWG,2025-03-21T10:54:51.487677,Belgium,Europe,Volkswagen ST,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DIOR,2025-03-21T10:54:51.535756,France,Europe,Christian Dior,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GATC,2025-03-21T10:54:51.567757,United Kingdom,Europe,GATTACA,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RBIV,2025-03-21T10:54:51.583754,Switzerland,Europe,Raiffeisen Bank,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PSAGn,2025-03-21T10:54:51.677460,Germany,Europe,PSI AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NANONOK,2025-03-21T10:54:51.692513,Sweden,Europe,Nordic Nanovector ASA,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HHFGn,2025-03-21T10:54:51.708034,Germany,Europe,Hamburger Hafen A-SP,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RBA,2025-03-21T10:54:51.738699,Germany,Europe,Ritchie Bros Auctioneers,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MANV,2025-03-21T10:54:51.833777,Austria,Europe,Josef Manner Comp AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALNG,2025-03-21T10:54:51.849677,Norway,Europe,Awilco LNG,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DRWG,2025-03-21T10:54:51.865677,Germany,Europe,Draegerwerk ST,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
B8JN,2025-03-21T10:54:51.912925,Germany,Europe,Basic Energy Services,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
JARB,2025-03-21T10:54:51.991399,United Kingdom,Europe,Jardine Matheson,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FORN,2025-03-21T10:54:51.991399,Switzerland,Europe,Forbo Holding AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALPAT,2025-03-21T10:54:52.006578,France,Europe,Plant Advanced Technologies SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OPUS,2025-03-21T10:54:52.084991,Sweden,Europe,Opus Group publ AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R4ER,2025-03-21T10:54:52.179152,United Kingdom,Europe,Reach4Entertainment,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DOVA,2025-03-21T10:54:52.179152,Italy,Europe,DoValue,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SOON,2025-03-21T10:54:52.242451,Switzerland,Europe,Sonova H Ag,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BSXU,2025-03-21T10:54:52.258475,Germany,Europe,Boston Scientific,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NEWTON,2025-03-21T10:54:52.289939,Sweden,Europe,Newton Nordic,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EYDr,2025-03-21T10:54:52.320730,Greece,Europe,Athens Water,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IDVP,2025-03-21T10:54:52.351790,France,Europe,IDI,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WEB,2025-03-21T10:54:52.429812,Germany,Europe,Webjet,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BKS,2025-03-21T10:54:52.445824,Germany,Europe,Barnes&Noble,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SFPF,2025-03-21T10:54:52.524032,Switzerland,Europe,SF Sustainable Property Fund,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NWOn,2025-03-21T10:54:52.540057,Germany,Europe,New Work,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PHARP,2025-03-21T10:54:52.556085,United Kingdom,Europe,Pharos Energy PLC,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AGAT,2025-03-21T10:54:52.587781,Italy,Europe,Agatos,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CBOE,2025-03-21T10:54:52.603314,Germany,Europe,Cboe Global,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PXSL,2025-03-21T10:54:52.729153,Germany,Europe,Provexis,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
KINVa,2025-03-21T10:54:52.729153,Sweden,Europe,Kinnevik A,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ARGR,2025-03-21T10:54:52.729153,United Kingdom,Europe,Argos,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALGEV,2025-03-21T10:54:52.838487,France,Europe,Gevelot,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PCAT,2025-03-21T10:54:52.884885,Sweden,Europe,Photocat AS,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SAN,2025-03-21T10:54:52.884885,Germany,Europe,Santander,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BIAN,2025-03-21T10:54:52.900916,Italy,Europe,Biancamano,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GBGP,2025-03-21T10:54:52.979637,United Kingdom,Europe,GB Group,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HZM,2025-03-21T10:54:52.995668,United Kingdom,Europe,Horizonte Minerals,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
UNIBAP,2025-03-21T10:54:53.011167,Sweden,Europe,Unibap,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
STEL,2025-03-21T10:54:53.041848,Germany,Europe,SingTel,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FGG,2025-03-21T10:54:53.135516,Sweden,Europe,Future Gaming Group,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COVI,2025-03-21T10:54:53.198068,Norway,Europe,Contextvision,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ZALG,2025-03-21T10:54:53.214122,Germany,Europe,Zalando SE,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MTGb,2025-03-21T10:54:53.230037,Sweden,Europe,MTG B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AVG,2025-03-21T10:54:53.277513,United Kingdom,Europe,Avingtrans,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
INDUCT-ME,2025-03-21T10:54:53.277513,Norway,Europe,Induct,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FNL,2025-03-21T10:54:53.308532,Italy,Europe,Finlogic,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DESI,2025-03-21T10:54:53.340045,Italy,Europe,Banco Di Desio E Brianza,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALTAN,2025-03-21T10:54:53.499156,France,Europe,Le Tanneur,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
YAST,2025-03-21T10:54:53.514162,Spain,Europe,Asturias Retail,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SLITE,2025-03-21T10:54:53.545309,Sweden,Europe,Slitevind,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VALO,2025-03-21T10:54:53.561321,Spain,Europe,VALE ON,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WYWYN,2025-03-21T10:54:53.561321,United Kingdom,Europe,Wynnstay,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
XIOR,2025-03-21T10:54:53.609421,Belgium,Europe,Xior Student Housing BVBA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GILG,2025-03-21T10:54:53.625457,Austria,Europe,DMG Mori Seiki,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SIKA,2025-03-21T10:54:53.625457,Switzerland,Europe,Sika,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BCPT,2025-03-21T10:54:53.847412,United Kingdom,Europe,BMO Commercial,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SIILI,2025-03-21T10:54:53.847412,Finland,Europe,Siili Solutions Oyj,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VOD,2025-03-21T10:54:53.862856,United Kingdom,Europe,Vodafone Group PLC,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DRIL,2025-03-21T10:54:53.862856,Sweden,Europe,Drillcon AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SRSr,2025-03-21T10:54:53.894018,Greece,Europe,Gr Sarantis,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
STBNOK,2025-03-21T10:54:53.926063,Sweden,Europe,Storebrand,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SY1G,2025-03-21T10:54:53.942081,Austria,Europe,Symrise AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TQK,2025-03-21T10:54:53.973675,Germany,Europe,The Wendy’s Co,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TWTR,2025-03-21T10:54:54.159304,Austria,Europe,Twitter Inc,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ABEO,2025-03-21T10:54:54.206151,France,Europe,Abeo SAS,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IPG,2025-03-21T10:54:54.206151,Germany,Europe,IPG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ODF,2025-03-21T10:54:54.206151,Norway,Europe,Odfjell,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
C0Q,2025-03-21T10:54:54.206151,Germany,Europe,Coca Cola HBC AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HANDI,2025-03-21T10:54:54.221705,Sweden,Europe,Handicare,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COMPIT,2025-03-21T10:54:54.285730,Sweden,Europe,Compare-IT Nordic,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ELEKTRA,2025-03-21T10:54:54.333425,Spain,Europe,Grupo Elektra,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ZETA,2025-03-21T10:54:54.443877,Sweden,Europe,ZetaDisplay AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CROS,2025-03-21T10:54:54.522682,France,Europe,Crosswood,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ANV,2025-03-21T10:54:54.537854,Italy,Europe,Antares Vision,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GSFNOK,2025-03-21T10:54:54.569891,Sweden,Europe,Grieg Seafood,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MAERSKa,2025-03-21T10:54:54.569891,Denmark,Europe,Moller Maersk A,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PNVA,2025-03-21T10:54:54.585168,Sweden,Europe,Paynova,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HBAN,2025-03-21T10:54:54.631677,Germany,Europe,Huntington Bancshares,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GFII,2025-03-21T10:54:54.662994,France,Europe,Lisi,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PAFR,2025-03-21T10:54:54.756653,Germany,Europe,Pan African Resources,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HOMEb,2025-03-21T10:54:54.787966,Sweden,Europe,HomeMaid,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OSBO,2025-03-21T10:54:54.803966,United Kingdom,Europe,OSB,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SAA1V,2025-03-21T10:54:54.835713,Finland,Europe,Sanoma Oyj,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TWTR,2025-03-21T10:54:54.929997,Switzerland,Europe,Twitter Inc,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CAPLI,2025-03-21T10:54:54.960968,France,Europe,Capelli,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NTSAS,2025-03-21T10:54:54.960968,Norway,Europe,NTS ASA,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AOXG,2025-03-21T10:54:54.977050,Austria,Europe,Alstria,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SYNCS,2025-03-21T10:54:55.055781,United Kingdom,Europe,Syncona,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALCC,2025-03-21T10:54:55.071796,Switzerland,Europe,Alcon,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NJOB,2025-03-21T10:54:55.103584,Sweden,Europe,NetJobs Group AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HNE,2025-03-21T10:54:55.119234,United Kingdom,Europe,Henderson Eurotrust,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CRTO,2025-03-21T10:54:55.244564,France,Europe,Crcam Touraine,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IGC,2025-03-21T10:54:55.244564,United Kingdom,Europe,India Capital,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NETC,2025-03-21T10:54:55.260613,United Kingdom,Europe,Netcall,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HON,2025-03-21T10:54:55.323753,Germany,Europe,Honeywell,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
III,2025-03-21T10:54:55.339323,United Kingdom,Europe,3I Group,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TBIRD,2025-03-21T10:54:55.402042,Netherlands,Europe,Thunderbird Resorts,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
