symbol,last_updated,country,region,name,exchange,currency,data_source,industry,sector,market_cap,revenue,profit_margin,operating_margin,return_on_equity,return_on_assets,forward_pe,trailing_pe,price_to_sales,price_to_book,enterprise_value,employees,website,revenue_annual,operating_income,net_income,ebitda,gross_profit,fiscal_year_end,total_assets,total_debt,total_equity,cash,current_assets,current_liabilities,current_ratio,completeness_score
0K34,2025-03-21T10:54:17.576895,United Kingdom,Europe,Monster Beverage,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CSCOUSD,2025-03-21T10:54:17.623816,Switzerland,Europe,Cisco,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DBKGn,2025-03-21T10:54:17.639047,Switzerland,Europe,Deutsche Bank AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ROCKa,2025-03-21T10:54:18.295933,Denmark,Europe,Rockwool Int. A,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LINP,2025-03-21T10:54:18.751871,France,Europe,Finatis,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
YGEN,2025-03-21T10:54:18.799117,United Kingdom,Europe,Yourgene Health,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MBTLy,2025-03-21T10:54:19.647638,Germany,Europe,Mobil’nye Telesistemy ADR,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
31L,2025-03-21T10:54:19.679512,Germany,Europe,Sylvania,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HPBGn,2025-03-21T10:54:20.122952,Germany,Europe,Heliad,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
YATO,2025-03-21T10:54:20.185524,Spain,Europe,Atom Hoteles,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AMSCA,2025-03-21T10:54:20.623310,Norway,Europe,American Shipping,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ZORDIXb,2025-03-21T10:54:20.608217,Sweden,Europe,Zordix,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALBKK,2025-03-21T10:54:21.112995,France,Europe,Baikowski,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALBDM,2025-03-21T10:54:21.002443,France,Europe,Bd Multimedia,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ZILGn,2025-03-21T10:54:21.043570,Austria,Europe,Elringklinger AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MED6,2025-03-21T10:54:21.034571,France,Europe,Media 6,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VNEsdb,2025-03-21T10:54:21.855121,Sweden,Europe,Veoneer SDR,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TOURN,2025-03-21T10:54:21.871146,Sweden,Europe,Tourn International,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PRSNOK,2025-03-21T10:54:21.950725,Sweden,Europe,Prosafe,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BEKB,2025-03-21T10:54:22.284318,Belgium,Europe,Bekaert,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BCIB,2025-03-21T10:54:22.124693,United Kingdom,Europe,BMO Capital,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALDEV,2025-03-21T10:54:22.698417,France,Europe,Devernois,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BDTG,2025-03-21T10:54:22.644411,Germany,Europe,Bertrandt AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RENA,2025-03-21T10:54:23.098310,France,Europe,Renault,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WARN,2025-03-21T10:54:23.052301,Switzerland,Europe,Warteck Invest Ltd,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ITALsdb,2025-03-21T10:54:23.145975,Sweden,Europe,Italeaf,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BIOSE,2025-03-21T10:54:23.504801,Sweden,Europe,Bioservo Tech,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ARJOb,2025-03-21T10:54:23.947207,Sweden,Europe,Arjo,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LYKOa,2025-03-21T10:54:23.915744,Sweden,Europe,Lyko,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALTRI,2025-03-21T10:54:24.461914,France,Europe,Trilogiq,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PHGy,2025-03-21T10:54:24.368112,Germany,Europe,Koninklijke Philips ADR,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALEVA,2025-03-21T10:54:24.966450,Belgium,Europe,Evadix SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HVPEa,2025-03-21T10:54:24.982450,United Kingdom,Europe,HarbourVest Global,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NIXU,2025-03-21T10:54:24.950400,Finland,Europe,Nixu Oyj,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GGBR4,2025-03-21T10:54:26.026684,Spain,Europe,GERDAU PN N1,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WIPA,2025-03-21T10:54:26.420861,United Kingdom,Europe,Witan Pacific,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BFPy,2025-03-21T10:54:27.245879,Germany,Europe,BBVA Banco Frances ADR,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
QUART,2025-03-21T10:54:27.372574,Sweden,Europe,Quartiers Properties,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MGGT,2025-03-21T10:54:27.419173,United Kingdom,Europe,Meggitt,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MKEA,2025-03-21T10:54:27.656305,France,Europe,Mauna Kea Tech,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BNAB,2025-03-21T10:54:27.593796,Belgium,Europe,National Bank of Belgium,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
YNGt,2025-03-21T10:54:27.529689,United Kingdom,Europe,Young & Co’s Brewery,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
THHG,2025-03-21T10:54:28.132356,France,Europe,Thermador,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WSUG,2025-03-21T10:54:28.889595,Austria,Europe,WashTec AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OBOYAb,2025-03-21T10:54:28.982775,Sweden,Europe,Oboya Horticulture,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BOSJO,2025-03-21T10:54:28.905659,Sweden,Europe,Bosjo Fastigheter,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
A2,2025-03-21T10:54:29.469651,Italy,Europe,A2A,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BIOS,2025-03-21T10:54:30.052935,Spain,Europe,Biosearch,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
POOLb,2025-03-21T10:54:29.958282,Sweden,Europe,Poolia B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AMXL,2025-03-21T10:54:29.927226,Spain,Europe,America Movil,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HOTG,2025-03-21T10:54:30.068934,Switzerland,Europe,Hochtief AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PLED,2025-03-21T10:54:30.464827,Sweden,Europe,PledPharma,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PEXAb,2025-03-21T10:54:30.937694,Sweden,Europe,PExA AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MTXGn,2025-03-21T10:54:30.827118,Austria,Europe,MTU Aero,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SOLONNOK,2025-03-21T10:54:30.953693,Sweden,Europe,Solon Eiendom,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
POY1V,2025-03-21T10:54:31.015279,Finland,Europe,Poyry Oyj,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BE0944264663,2025-03-21T10:54:30.937694,Belgium,Europe,SCR Sibelco,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PZC,2025-03-21T10:54:30.906169,United Kingdom,Europe,PZ Cussons,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MDBr,2025-03-21T10:54:31.284009,Greece,Europe,N Varveris Moda Bagno SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IVS,2025-03-21T10:54:31.347587,Italy,Europe,IVS Group SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CTXS,2025-03-21T10:54:31.363588,Austria,Europe,Citrix Systems,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ANNX,2025-03-21T10:54:31.363588,Sweden,Europe,Annexin Pharma,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LEHTO,2025-03-21T10:54:31.394837,Finland,Europe,Lehto Group Oyj,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CPLE6,2025-03-21T10:54:31.395358,Spain,Europe,COPEL PNB,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2CUREX,2025-03-21T10:54:31.410166,Sweden,Europe,2cureX,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BRGIn,2025-03-21T10:54:31.472728,Italy,Europe,Borgosesia,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MCB,2025-03-21T10:54:31.631179,United Kingdom,Europe,McBride,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
UBXN,2025-03-21T10:54:31.647223,Switzerland,Europe,U Blox Holding AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ATT,2025-03-21T10:54:31.663196,United Kingdom,Europe,Allianz Tech,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DUPD,2025-03-21T10:54:31.678726,United Kingdom,Europe,Dragon-Ukrainian,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IFFE,2025-03-21T10:54:31.693865,Spain,Europe,Iffe Futura,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SIX,2025-03-21T10:54:31.725409,Germany,Europe,Six Flags,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NORBIT,2025-03-21T10:54:31.773474,Norway,Europe,Norbit,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FFLY,2025-03-21T10:54:31.789437,Sweden,Europe,Firefly AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALBI,2025-03-21T10:54:31.961688,France,Europe,Gascogne,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AEGR,2025-03-21T10:54:31.961688,United Kingdom,Europe,Active Energy,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DC,2025-03-21T10:54:31.976900,United Kingdom,Europe,Dixons Carphone,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GABR,2025-03-21T10:54:32.039308,Denmark,Europe,Gabriel Holding,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HOLX,2025-03-21T10:54:32.039308,Austria,Europe,Hologic,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PFE,2025-03-21T10:54:32.070551,Sweden,Europe,Pfizer,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GLINT,2025-03-21T10:54:32.116750,Portugal,Europe,Glintt,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AIR,2025-03-21T10:54:32.148815,Spain,Europe,Airbus Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ERMT,2025-03-21T10:54:32.243530,France,Europe,Eramet,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TIRO_p,2025-03-21T10:54:32.243530,Austria,Europe,Bank fuer Tirol und Vorarlberg,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SGSN,2025-03-21T10:54:32.321150,Switzerland,Europe,SGS,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TRIPA,2025-03-21T10:54:32.400301,Austria,Europe,TripAdvisor,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DAIGn,2025-03-21T10:54:32.416419,Germany,Europe,Daimler,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SLMJ,2025-03-21T10:54:32.416419,Germany,Europe,Sanlam Ltd,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RAKE,2025-03-21T10:54:32.479592,Sweden,Europe,Raketech,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OPG,2025-03-21T10:54:32.511195,United Kingdom,Europe,OPG Power,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MBPH,2025-03-21T10:54:32.542491,Sweden,Europe,Moberg Pharma,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SEBc,2025-03-21T10:54:32.573523,Sweden,Europe,SEB C,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BAH,2025-03-21T10:54:32.698307,Germany,Europe,Booz Allen Hamilton,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VGP1,2025-03-21T10:54:32.698307,Belgium,Europe,VGP,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OXB,2025-03-21T10:54:32.698307,United Kingdom,Europe,Oxford BioMedica,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MDF,2025-03-21T10:54:32.760117,Spain,Europe,Duro Felguera,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HRI,2025-03-21T10:54:32.791307,United Kingdom,Europe,Herald,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALPRE,2025-03-21T10:54:32.853372,France,Europe,Predilife,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
UUAM,2025-03-21T10:54:32.868917,Austria,Europe,Under Armour A,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MLGML,2025-03-21T10:54:32.916182,France,Europe,Gour Medical,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CHRA,2025-03-21T10:54:33.041800,France,Europe,Imprimerie Chirat,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SIRI,2025-03-21T10:54:33.041800,Austria,Europe,Sirius XM,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MOGP,2025-03-21T10:54:33.087815,United Kingdom,Europe,Mountfield,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BLS,2025-03-21T10:54:33.103819,Switzerland,Europe,Blackstone Resources,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8TRA,2025-03-21T10:54:33.119855,Germany,Europe,Traton,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RSER,2025-03-21T10:54:33.119855,United Kingdom,Europe,REL,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FSV,2025-03-21T10:54:33.165334,United Kingdom,Europe,Fidelity Special,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RUSHF,2025-03-21T10:54:33.228664,Finland,Europe,Rush Factory,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CRBHO,2025-03-21T10:54:33.339537,Spain,Europe,Cerbium,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALEZV,2025-03-21T10:54:33.384698,France,Europe,Easyvista,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VOGr,2025-03-21T10:54:33.399929,Greece,Europe,Vogiatzoglou Systems R,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
UTX,2025-03-21T10:54:33.399929,Switzerland,Europe,United Technologies,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ISRGE,2025-03-21T10:54:33.415460,Austria,Europe,Intuitive Surgical,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
XTR,2025-03-21T10:54:33.447173,United Kingdom,Europe,Xtract Resources,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OSSR,2025-03-21T10:54:33.463172,Denmark,Europe,Ossur,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SENZA,2025-03-21T10:54:33.510519,Sweden,Europe,SenzaGen,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
YMRE,2025-03-21T10:54:33.713421,Spain,Europe,Meridia RE III,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SOWGn,2025-03-21T10:54:33.728604,Germany,Europe,Software AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ENS,2025-03-21T10:54:33.728604,Germany,Europe,Enersys,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TOM,2025-03-21T10:54:33.728604,Norway,Europe,Tomra Systems,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ACX,2025-03-21T10:54:33.728604,Spain,Europe,Acerinox,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MAERSKb,2025-03-21T10:54:33.759438,Denmark,Europe,Moller Maersk B,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BMWG,2025-03-21T10:54:33.838591,Germany,Europe,BMW ST,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DGV,2025-03-21T10:54:33.838591,Italy,Europe,Digital Value,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TL5,2025-03-21T10:54:33.995529,Spain,Europe,Mediaset,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NEWT,2025-03-21T10:54:34.010866,Belgium,Europe,Newtree,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PEG,2025-03-21T10:54:34.026894,Germany,Europe,Public Service Enterprise,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LIVIH,2025-03-21T10:54:34.089092,Sweden,Europe,Liv ihop,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CTNGk,2025-03-21T10:54:34.089092,Germany,Europe,Centrotherm,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
QTCOM,2025-03-21T10:54:34.105086,Finland,Europe,Qt,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PDG,2025-03-21T10:54:34.105086,United Kingdom,Europe,Pendragon,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
UTDI,2025-03-21T10:54:34.168215,Switzerland,Europe,United Internet AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALWIT,2025-03-21T10:54:34.325824,France,Europe,Witbe Net,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WPL,2025-03-21T10:54:34.340849,Germany,Europe,Woodside Petroleum,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PFD,2025-03-21T10:54:34.340849,United Kingdom,Europe,Premier Foods,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GAV,2025-03-21T10:54:34.356411,Switzerland,Europe,Carlo Gavazzi Holding AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MKS,2025-03-21T10:54:34.388411,United Kingdom,Europe,Marks & Spencer,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PST,2025-03-21T10:54:34.404475,Italy,Europe,Poste Italiane,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SFAr,2025-03-21T10:54:34.435984,Greece,Europe,Sfakianakis R,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ORNAV,2025-03-21T10:54:34.468041,Finland,Europe,Orion Oyj A,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LAM,2025-03-21T10:54:34.625398,United Kingdom,Europe,Lamprell,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LLOY,2025-03-21T10:54:34.641399,Switzerland,Europe,Lloyds Banking,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BBN1,2025-03-21T10:54:34.641399,Germany,Europe,The Blackstone,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DBPHAb,2025-03-21T10:54:34.673399,Sweden,Europe,Double Bond Pharma,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EURA,2025-03-21T10:54:34.720695,Germany,Europe,Eurazeo,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AM3D,2025-03-21T10:54:34.752696,Austria,Europe,SLM Solutions,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WXFB,2025-03-21T10:54:34.768696,Austria,Europe,Warimpex Ag,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CADNi,2025-03-21T10:54:34.816194,France,Europe,CRCAM Nord,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WOLS,2025-03-21T10:54:34.911702,Belgium,Europe,Association des Commercants,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BOR,2025-03-21T10:54:34.927707,Norway,Europe,Borgestad A,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BIOG,2025-03-21T10:54:34.974707,Germany,Europe,Biotest AG ST,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ELUXa,2025-03-21T10:54:35.006710,Sweden,Europe,Electrolux A,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EUWT,2025-03-21T10:54:35.070224,Spain,Europe,Eurona Wireless Telecom S.A.,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PARG,2025-03-21T10:54:35.070224,Switzerland,Europe,Pargesa I,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DMSP,2025-03-21T10:54:35.117789,France,Europe,Diagnostic Medical,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IMPA,2025-03-21T10:54:35.181787,Portugal,Europe,Impresa,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CRAYON,2025-03-21T10:54:35.245303,Norway,Europe,Crayon,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IRONI,2025-03-21T10:54:35.277302,United Kingdom,Europe,Ironveld,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ITS,2025-03-21T10:54:35.309308,France,Europe,ITS Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ASCr,2025-03-21T10:54:35.324820,Greece,Europe,AS Company,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COLOb,2025-03-21T10:54:35.340822,Switzerland,Europe,Coloplast,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EVRY,2025-03-21T10:54:35.355821,Norway,Europe,EVRY,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BSTA,2025-03-21T10:54:35.451338,Italy,Europe,Banca Sistema Spa,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GWMO,2025-03-21T10:54:35.451338,Ireland,Europe,Great Western Mining,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CWCG,2025-03-21T10:54:35.529851,Austria,Europe,Cewe Color,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AMD,2025-03-21T10:54:35.545955,Germany,Europe,AMD,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PQ,2025-03-21T10:54:35.609610,Italy,Europe,Piquadro,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IC2,2025-03-21T10:54:35.625158,Germany,Europe,ICE,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AIRN,2025-03-21T10:54:35.655790,Switzerland,Europe,Airopack Tech Group AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALPER,2025-03-21T10:54:35.671822,France,Europe,La Perla,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BBA,2025-03-21T10:54:35.719318,United Kingdom,Europe,BBA Aviation,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MUUSD,2025-03-21T10:54:35.799549,Switzerland,Europe,Micron,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
