symbol,name,country,exchange,currency,data_source
VNLq,VinaLand,United Kingdom,Unknown,USD,investpy
EIH,EIH,United Kingdom,Unknown,USD,investpy
INME,Independent News,United Kingdom,Unknown,EUR,investpy
OGN,Origin,United Kingdom,Unknown,EUR,investpy
SRET,Sirius RE,United Kingdom,Unknown,EUR,investpy
AUK,Aukett Fitzroy Robinson,United Kingdom,Unknown,GBP,investpy
AAS,Aberdeen Asian Smaller,United Kingdom,Unknown,GBP,investpy
CYNL,City Natural,United Kingdom,Unknown,GBP,investpy
BRMS,Braemar,United Kingdom,Unknown,GBP,investpy
ANEA,Anglo-Eastern Plantations,United Kingdom,Unknown,GBP,investpy
BIOGW,Biotech GT,United Kingdom,Unknown,GBP,investpy
GFM,Griffin,United Kingdom,Unknown,GBP,investpy
AYM,Anglesey,United Kingdom,Unknown,GBP,investpy
NTAS,NASCIT,United Kingdom,Unknown,GBP,investpy
DUNE,Dunedin Enterprise,United Kingdom,Unknown,GBP,investpy
SOST,Scottish Oriental Smaller,United Kingdom,Unknown,GBP,investpy
IPX,Impax Asset Management,United Kingdom,Unknown,GBP,investpy
AMSU,Advanced Medical,United Kingdom,Unknown,GBP,investpy
PANI,Pantheon,United Kingdom,Unknown,GBP,investpy
CGNR,Conroy,United Kingdom,Unknown,GBP,investpy
SYMU,Symphony Environmental,United Kingdom,Unknown,GBP,investpy
WIPA,Witan Pacific,United Kingdom,Unknown,GBP,investpy
LAS,London&Associated,United Kingdom,Unknown,GBP,investpy
EUTP,European Investment,United Kingdom,Unknown,GBP,investpy
TSTT,Touchstar,United Kingdom,Unknown,GBP,investpy
C21,21St Century,United Kingdom,Unknown,GBP,investpy
ABD,Aberdeen New Dawn,United Kingdom,Unknown,GBP,investpy
BMTt,TF & JH Braime,United Kingdom,Unknown,GBP,investpy
PNIG,Pennant,United Kingdom,Unknown,GBP,investpy
NZX,Management Consulting,United Kingdom,Unknown,GBP,investpy
MACP,Martin Currie Asia,United Kingdom,Unknown,GBP,investpy
TRT,Transense Technologies,United Kingdom,Unknown,GBP,investpy
SUNU,Surgical Innovations,United Kingdom,Unknown,GBP,investpy
PXOG,Prospex Oil & Gas,United Kingdom,Unknown,GBP,investpy
LIO,Liontrust,United Kingdom,Unknown,GBP,investpy
SGI,Stanley Gibbons,United Kingdom,Unknown,GBP,investpy
APCL,Advanced Power,United Kingdom,Unknown,GBP,investpy
RGO,Riverfort Global,United Kingdom,Unknown,GBP,investpy
JUS,Jupiter US Smaller Co,United Kingdom,Unknown,GBP,investpy
FIF,Finsbury Food,United Kingdom,Unknown,GBP,investpy
CNCT,Concurrent Technologies,United Kingdom,Unknown,GBP,investpy
IGRI,IG Design,United Kingdom,Unknown,GBP,investpy
TIRU,Tiger,United Kingdom,Unknown,GBP,investpy
SCEU,Surface Transforms,United Kingdom,Unknown,GBP,investpy
TYM,Tertiary,United Kingdom,Unknown,GBP,investpy
MACT,Marechale,United Kingdom,Unknown,GBP,investpy
PRIMP,Primorus Investments PLC,United Kingdom,Unknown,GBP,investpy
WGB,Walker Greenbank,United Kingdom,Unknown,GBP,investpy
PET,Petrel,United Kingdom,Unknown,GBP,investpy
FSTP,First Property,United Kingdom,Unknown,GBP,investpy
LGHT,Lighthouse,United Kingdom,Unknown,GBP,investpy
PACA,Pacific Assets,United Kingdom,Unknown,GBP,investpy
ARC,Arcontech,United Kingdom,Unknown,GBP,investpy
7DIG,7Digital Group,United Kingdom,Unknown,GBP,investpy
GNC,Greencore,United Kingdom,Unknown,GBP,investpy
ANSY,Andrews Sykes,United Kingdom,Unknown,GBP,investpy
STLO,Stilo,United Kingdom,Unknown,GBP,investpy
LSC,London Security,United Kingdom,Unknown,GBP,investpy
REAH,REA Holdings,United Kingdom,Unknown,GBP,investpy
EUA,Eurasia Mining,United Kingdom,Unknown,GBP,investpy
RNWH,Renew Holdings,United Kingdom,Unknown,GBP,investpy
GHS,Gresham House Strategic,United Kingdom,Unknown,GBP,investpy
UNG,Universe,United Kingdom,Unknown,GBP,investpy
UANC,Urban&Civic,United Kingdom,Unknown,GBP,investpy
CTR,Charles Taylor,United Kingdom,Unknown,GBP,investpy
WEBH,Webis,United Kingdom,Unknown,GBP,investpy
CRPR,James Cropper,United Kingdom,Unknown,GBP,investpy
PMGR,Portmeirion,United Kingdom,Unknown,GBP,investpy
HVT,Heavitree Brewery,United Kingdom,Unknown,GBP,investpy
MIN,Minoan,United Kingdom,Unknown,GBP,investpy
NWMS,Newmark Security,United Kingdom,Unknown,GBP,investpy
GRAG,Grafenia,United Kingdom,Unknown,GBP,investpy
D4T4,D4t4 Solutions,United Kingdom,Unknown,GBP,investpy
SNXS,Synectics,United Kingdom,Unknown,GBP,investpy
CTID,Crimson Tide,United Kingdom,Unknown,GBP,investpy
SCPA,Scapa,United Kingdom,Unknown,GBP,investpy
CHCH,Churchill China,United Kingdom,Unknown,GBP,investpy
C3U,Christie,United Kingdom,Unknown,GBP,investpy
SVE,Starvest,United Kingdom,Unknown,GBP,investpy
IOMG,Iomart,United Kingdom,Unknown,GBP,investpy
APP,Park Group,United Kingdom,Unknown,GBP,investpy
SHRE,Share,United Kingdom,Unknown,GBP,investpy
AFN,ADVFN,United Kingdom,Unknown,GBP,investpy
ELCO,Elecosoft,United Kingdom,Unknown,GBP,investpy
AIEA,Airea,United Kingdom,Unknown,GBP,investpy
PHWK,PipeHawk,United Kingdom,Unknown,GBP,investpy
GBGP,GB Group,United Kingdom,Unknown,GBP,investpy
CAME,Camellia,United Kingdom,Unknown,GBP,investpy
PTTD,Pittards,United Kingdom,Unknown,GBP,investpy
NETC,Netcall,United Kingdom,Unknown,GBP,investpy
BSDB,BSD Crown,United Kingdom,Unknown,GBP,investpy
RM,RM,United Kingdom,Unknown,GBP,investpy
VP,VP,United Kingdom,Unknown,GBP,investpy
SLPE,Standard Life European,United Kingdom,Unknown,GBP,investpy
RQIH,Randall&Quilter,United Kingdom,Unknown,GBP,investpy
JPGI,JPM Global Growth,United Kingdom,Unknown,GBP,investpy
EWI,Edinburgh Worldwide,United Kingdom,Unknown,GBP,investpy
JMC,JPMorgan Chinese,United Kingdom,Unknown,GBP,investpy
ASEI,Aberdeen Standard Equity,United Kingdom,Unknown,GBP,investpy
SOI,Schroder Oriental,United Kingdom,Unknown,GBP,investpy
AFMC,Aberdeen Frontier Markets,United Kingdom,Unknown,GBP,investpy
KBT,K3 Business Tech,United Kingdom,Unknown,GBP,investpy
QFI,Quadrise,United Kingdom,Unknown,GBP,investpy
BGSC,Bmo Global Smaller,United Kingdom,Unknown,GBP,investpy
JFJ,JPMorgan Japanese,United Kingdom,Unknown,GBP,investpy
BRGE,Blackrock Europe,United Kingdom,Unknown,GBP,investpy
BERI,Blackrock Energy,United Kingdom,Unknown,GBP,investpy
JEMI,JPMorgan Global EM,United Kingdom,Unknown,GBP,investpy
SAVS,Savannah Resources,United Kingdom,Unknown,GBP,investpy
R4ER,Reach4Entertainment,United Kingdom,Unknown,GBP,investpy
DATA,GlobalData,United Kingdom,Unknown,GBP,investpy
NBI,Northbridge Industrial,United Kingdom,Unknown,GBP,investpy
TMGT,Mission Marketing,United Kingdom,Unknown,GBP,investpy
FJET,Fastjet PLC,United Kingdom,Unknown,GBP,investpy
ANIC,Agronomics,United Kingdom,Unknown,GBP,investpy
JEO,Jupiter European,United Kingdom,Unknown,GBP,investpy
BGFD,Baillie Gifford Japan,United Kingdom,Unknown,GBP,investpy
JPS,JPMorgan Japan Smaller,United Kingdom,Unknown,GBP,investpy
DIG,Dunedin Income,United Kingdom,Unknown,GBP,investpy
IVI,Invesco Income,United Kingdom,Unknown,GBP,investpy
SCF,Schroder Income,United Kingdom,Unknown,GBP,investpy
HHI,Henderson High Income,United Kingdom,Unknown,GBP,investpy
GRIT,Global Resources Inv,United Kingdom,Unknown,GBP,investpy
PCGH,Polar Capital Healthcare,United Kingdom,Unknown,GBP,investpy
AEMC,Aberdeen Emerging Markets,United Kingdom,Unknown,GBP,investpy
CMHY,City Merchants,United Kingdom,Unknown,GBP,investpy
TILST,Tiziana Life Sciences,United Kingdom,Unknown,GBP,investpy
BBGIB,BBGI SICAV SA,United Kingdom,Unknown,GBP,investpy
PCF,PCF Group,United Kingdom,Unknown,GBP,investpy
NTOG,Nostra Terra,United Kingdom,Unknown,GBP,investpy
VAST,Vast Resources,United Kingdom,Unknown,GBP,investpy
INSP,Inspirit Energy,United Kingdom,Unknown,GBP,investpy
CSSG,Croma,United Kingdom,Unknown,GBP,investpy
HEFT,Henderson European,United Kingdom,Unknown,GBP,investpy
FGT,Finsbury Growth&Income,United Kingdom,Unknown,GBP,investpy
GCPI,GCP Infrastructure,United Kingdom,Unknown,GBP,investpy
RGD,Real Good Food,United Kingdom,Unknown,GBP,investpy
MBH,Michelmersh Brick,United Kingdom,Unknown,GBP,investpy
HVO,Hvivo,United Kingdom,Unknown,GBP,investpy
KDR,Karelian Diamond,United Kingdom,Unknown,GBP,investpy
GWMO,Great Western Mining,United Kingdom,Unknown,GBP,investpy
BCIB,BMO Capital,United Kingdom,Unknown,GBP,investpy
TIGT,Troy,United Kingdom,Unknown,GBP,investpy
MNP,Martin Currie Global,United Kingdom,Unknown,GBP,investpy
ANII,Aberdeen New India,United Kingdom,Unknown,GBP,investpy
SJG,Schroder Japan,United Kingdom,Unknown,GBP,investpy
SLI,Standard Life Invest,United Kingdom,Unknown,GBP,investpy
AAIF,Aberdeen Asian Income,United Kingdom,Unknown,GBP,investpy
JETi,JPMorgan AM,United Kingdom,Unknown,GBP,investpy
FFWD,FastForward Innovations,United Kingdom,Unknown,GBP,investpy
DMTR,Deepmatter,United Kingdom,Unknown,GBP,investpy
SDIS,Scientific Digital Imaging,United Kingdom,Unknown,GBP,investpy
FIH,FIH Group,United Kingdom,Unknown,GBP,investpy
OPTIO,Optibiotix Health,United Kingdom,Unknown,GBP,investpy
MNL,Manchester and London,United Kingdom,Unknown,GBP,investpy
JMF,JPMorgan Mid Cap,United Kingdom,Unknown,GBP,investpy
ICGT,ICG Enterprise,United Kingdom,Unknown,GBP,investpy
PHP,Primary,United Kingdom,Unknown,GBP,investpy
BRFI,Blackrock Frontiers,United Kingdom,Unknown,GBP,investpy
AD4,Adept4,United Kingdom,Unknown,GBP,investpy
EPGT,EP Global,United Kingdom,Unknown,GBP,investpy
SESTS,Securities Scotland,United Kingdom,Unknown,GBP,investpy
JLH,John Lewis,United Kingdom,Unknown,GBP,investpy
EKF,EKF Diagnostics,United Kingdom,Unknown,GBP,investpy
ARKA,Arkle Resources,United Kingdom,Unknown,GBP,investpy
HCM,Hutchison China,United Kingdom,Unknown,GBP,investpy
BRLA,Blackrock Latin American,United Kingdom,Unknown,GBP,investpy
SCAM,Scottish American,United Kingdom,Unknown,GBP,investpy
TRG,TR European Growth,United Kingdom,Unknown,GBP,investpy
BREI,BMO Real Estate,United Kingdom,Unknown,GBP,investpy
IPU,Invesco UK Smaller,United Kingdom,Unknown,GBP,investpy
BGEO,BGEO Group,United Kingdom,Unknown,GBP,investpy
HDIV,Henderson Diversified,United Kingdom,Unknown,GBP,investpy
MCT_p,Middlefield Canadian,United Kingdom,Unknown,GBP,investpy
PGH,Personal Group Holdings,United Kingdom,Unknown,GBP,investpy
ARBB,Arbuthnot,United Kingdom,Unknown,GBP,investpy
SUH,Sutton Harbour,United Kingdom,Unknown,GBP,investpy
NFC,Next Fifteen,United Kingdom,Unknown,GBP,investpy
IRONI,Ironveld,United Kingdom,Unknown,GBP,investpy
EAH,Eco Animal,United Kingdom,Unknown,GBP,investpy
RMM,Rambler Metals&Mining,United Kingdom,Unknown,GBP,investpy
SNT,Sabien,United Kingdom,Unknown,GBP,investpy
ODX,Omega,United Kingdom,Unknown,GBP,investpy
OKYO,OKYO Pharma,United Kingdom,Unknown,GBP,investpy
NAIT,North American Income,United Kingdom,Unknown,GBP,investpy
JCH,JPMorgan Claverhouse,United Kingdom,Unknown,GBP,investpy
BGUK,Baillie Gifford UK,United Kingdom,Unknown,GBP,investpy
CNSP,Corero,United Kingdom,Unknown,GBP,investpy
BRH,Braveheart,United Kingdom,Unknown,GBP,investpy
OCIO,Oakley Capital,United Kingdom,Unknown,GBP,investpy
BIRD,Blackbird,United Kingdom,Unknown,GBP,investpy
BRK,Brooks Macdonald,United Kingdom,Unknown,GBP,investpy
ALBA,Alba Mineral,United Kingdom,Unknown,GBP,investpy
GLIF,GLI Finance,United Kingdom,Unknown,GBP,investpy
POLR,Polar Capital,United Kingdom,Unknown,GBP,investpy
AEO,Aeorema,United Kingdom,Unknown,GBP,investpy
UAI,U and I Group,United Kingdom,Unknown,GBP,investpy
TOWNT,Town Centre,United Kingdom,Unknown,GBP,investpy
VIN,Value&Income,United Kingdom,Unknown,GBP,investpy
BEE,Baring,United Kingdom,Unknown,GBP,investpy
PCTN,Picton Property,United Kingdom,Unknown,GBP,investpy
DISD,Distil PLC,United Kingdom,Unknown,GBP,investpy
MPL,Mercantile Ports & Logistics,United Kingdom,Unknown,GBP,investpy
SMSS,Smart Metering,United Kingdom,Unknown,GBP,investpy
JSG,Johnson Service,United Kingdom,Unknown,GBP,investpy
AOR,Aortech,United Kingdom,Unknown,GBP,investpy
FEN,Frenkel Topping,United Kingdom,Unknown,GBP,investpy
EOG,Europa Oil & Gas,United Kingdom,Unknown,GBP,investpy
IGC,India Capital,United Kingdom,Unknown,GBP,investpy
ECHOE,Echo Energy,United Kingdom,Unknown,GBP,investpy
PRES,Pressure,United Kingdom,Unknown,GBP,investpy
INGI,Ingenta,United Kingdom,Unknown,GBP,investpy
VELA,Vela Technologies,United Kingdom,Unknown,GBP,investpy
SPPC,St Peter Port,United Kingdom,Unknown,GBP,investpy
UVEL,Univision,United Kingdom,Unknown,GBP,investpy
TREE,Cambium Global Timberland,United Kingdom,Unknown,GBP,investpy
NCCL,Ncondezi,United Kingdom,Unknown,GBP,investpy
MMXM,Minds + Machines,United Kingdom,Unknown,GBP,investpy
CGT,Capital Gearing,United Kingdom,Unknown,GBP,investpy
FAS,Fidelity Asian,United Kingdom,Unknown,GBP,investpy
HILS,Hill&Smith,United Kingdom,Unknown,GBP,investpy
PHI,Pacific Horizon,United Kingdom,Unknown,GBP,investpy
LSL,LSL Property,United Kingdom,Unknown,GBP,investpy
HFEL,Henderson Far East,United Kingdom,Unknown,GBP,investpy
SORA,SRT Marine,United Kingdom,Unknown,GBP,investpy
DOLC,Dolphin,United Kingdom,Unknown,GBP,investpy
NAUTN,Nautilus Marine Services,United Kingdom,Unknown,GBP,investpy
HGM,Highland Gold,United Kingdom,Unknown,GBP,investpy
DEMG,Deltex,United Kingdom,Unknown,GBP,investpy
AGY,Allergy Therapeutics,United Kingdom,Unknown,GBP,investpy
UCG,United Carpets,United Kingdom,Unknown,GBP,investpy
BOUB,Bould Opportunities,United Kingdom,Unknown,GBP,investpy
TRX,Tissue Regenix,United Kingdom,Unknown,GBP,investpy
PTCM,Porta,United Kingdom,Unknown,GBP,investpy
MFX,Manx Financial,United Kingdom,Unknown,GBP,investpy
IIP,Infrastructure India,United Kingdom,Unknown,GBP,investpy
FCRM,Fulcrum,United Kingdom,Unknown,GBP,investpy
ATT,Allianz Tech,United Kingdom,Unknown,GBP,investpy
TELT,Telit,United Kingdom,Unknown,GBP,investpy
BPET,BMO Private Equity,United Kingdom,Unknown,GBP,investpy
HUW,Hampden Underwriting,United Kingdom,Unknown,GBP,investpy
LVCG,Live Company,United Kingdom,Unknown,GBP,investpy
CKT,Checkit PLC,United Kingdom,Unknown,GBP,investpy
LOGP,Lansdowne,United Kingdom,Unknown,GBP,investpy
PFP,Pathfinder Minerals,United Kingdom,Unknown,GBP,investpy
CAML,Central Asia Metals,United Kingdom,Unknown,GBP,investpy
YOLO,Yolo Leisure,United Kingdom,Unknown,GBP,investpy
HNE,Henderson Eurotrust,United Kingdom,Unknown,GBP,investpy
ATS,Artemis Alpha,United Kingdom,Unknown,GBP,investpy
KDNC,Cadence Minerals,United Kingdom,Unknown,GBP,investpy
AMAMP,Amphion,United Kingdom,Unknown,GBP,investpy
SRC,Sigmaroc,United Kingdom,Unknown,GBP,investpy
AEGR,Active Energy,United Kingdom,Unknown,GBP,investpy
PALO,Equatorial Palm Oil,United Kingdom,Unknown,GBP,investpy
ADL,Andalas Energy,United Kingdom,Unknown,GBP,investpy
JZCP,JZ Capital,United Kingdom,Unknown,GBP,investpy
TSG,Trans-Siberian Gold,United Kingdom,Unknown,GBP,investpy
ATYM,Atalaya Mining,United Kingdom,Unknown,GBP,investpy
HDT,Holders,United Kingdom,Unknown,GBP,investpy
BIOM,Biome,United Kingdom,Unknown,GBP,investpy
WHI,W.H.Ireland,United Kingdom,Unknown,GBP,investpy
DBOX,Digitalbox,United Kingdom,Unknown,GBP,investpy
AMO,Amino,United Kingdom,Unknown,GBP,investpy
AAZ,Anglo Asian Mining,United Kingdom,Unknown,GBP,investpy
RRR,Red Rock,United Kingdom,Unknown,GBP,investpy
MPAYM,MI-PAY Group,United Kingdom,Unknown,GBP,investpy
HZM,Horizonte Minerals,United Kingdom,Unknown,GBP,investpy
PANR,Pantheon Resources,United Kingdom,Unknown,GBP,investpy
OPG,OPG Power,United Kingdom,Unknown,GBP,investpy
BREE,Breedon Group,United Kingdom,Unknown,GBP,investpy
IAT,Invesco Asia,United Kingdom,Unknown,GBP,investpy
B4S,Billing Services,United Kingdom,Unknown,GBP,investpy
RLDR,Richland Resources,United Kingdom,Unknown,GBP,investpy
TSTRE,Tri Star Resources,United Kingdom,Unknown,GBP,investpy
MAFL,Mineral&Financial Investments,United Kingdom,Unknown,GBP,investpy
SMLP,Strategic Minerals,United Kingdom,Unknown,GBP,investpy
SPDI,Secure Property Development,United Kingdom,Unknown,GBP,investpy
CRSL,Crystal Amber,United Kingdom,Unknown,GBP,investpy
MTL,Metals Exploration,United Kingdom,Unknown,GBP,investpy
WATRI,Water Intelligence,United Kingdom,Unknown,GBP,investpy
BRDY,Brady,United Kingdom,Unknown,GBP,investpy
LOK,Lok’N,United Kingdom,Unknown,GBP,investpy
JDG,Judges,United Kingdom,Unknown,GBP,investpy
JIM,Jarvis,United Kingdom,Unknown,GBP,investpy
PHC,Plant Health Care,United Kingdom,Unknown,GBP,investpy
SRES,Sunrise,United Kingdom,Unknown,GBP,investpy
REAT,React Group,United Kingdom,Unknown,GBP,investpy
ORR,Oriole,United Kingdom,Unknown,GBP,investpy
GLR,Galileo,United Kingdom,Unknown,GBP,investpy
AVO,Advanced Oncotherapy,United Kingdom,Unknown,GBP,investpy
CNKS,Cenkos,United Kingdom,Unknown,GBP,investpy
ZOO,Zoo Digital,United Kingdom,Unknown,GBP,investpy
SYS1,System1 Group,United Kingdom,Unknown,GBP,investpy
WSG,Westminster,United Kingdom,Unknown,GBP,investpy
ORCP,Oracle Coalfields,United Kingdom,Unknown,GBP,investpy
MSYS,Microsaic,United Kingdom,Unknown,GBP,investpy
SOM,Somero,United Kingdom,Unknown,GBP,investpy
CGH,Chaarat Gold,United Kingdom,Unknown,GBP,investpy
ALY,Laura Ashley,United Kingdom,Unknown,GBP,investpy
FSJ,James Fisher & Sons,United Kingdom,Unknown,GBP,investpy
HFG,Hilton Food,United Kingdom,Unknown,GBP,investpy
BODP,Botswana Diamonds,United Kingdom,Unknown,GBP,investpy
FDPF,First Derivatives,United Kingdom,Unknown,GBP,investpy
FIPPG,Frontier IP,United Kingdom,Unknown,GBP,investpy
STBS,Secure Trust Bank,United Kingdom,Unknown,GBP,investpy
BLPU,Bloomsbury Publishing,United Kingdom,Unknown,GBP,investpy
BLUS,Blue Star,United Kingdom,Unknown,GBP,investpy
RLE,Real Estate Investors,United Kingdom,Unknown,GBP,investpy
ARSA,Asiamet Resources,United Kingdom,Unknown,GBP,investpy
JLP,Jubilee Platinum,United Kingdom,Unknown,GBP,investpy
ANCR,Animalcare,United Kingdom,Unknown,GBP,investpy
SRSP,Sirius Petroleum,United Kingdom,Unknown,GBP,investpy
AXM,Alexander Mining,United Kingdom,Unknown,GBP,investpy
ACPA,Armadale,United Kingdom,Unknown,GBP,investpy
KZG,Kazera Global,United Kingdom,Unknown,GBP,investpy
DSG,Dillistone,United Kingdom,Unknown,GBP,investpy
BOTB,Best Of The Best,United Kingdom,Unknown,GBP,investpy
GDRG,Genedrive,United Kingdom,Unknown,GBP,investpy
SYNS,Synnovia,United Kingdom,Unknown,GBP,investpy
MOGP,Mountfield,United Kingdom,Unknown,GBP,investpy
DOTD,Dotdigital,United Kingdom,Unknown,GBP,investpy
THRU,Thruvision,United Kingdom,Unknown,GBP,investpy
HGT,HgCapital,United Kingdom,Unknown,GBP,investpy
MCKS,Mckay,United Kingdom,Unknown,GBP,investpy
EDLE,Edenville Energy,United Kingdom,Unknown,GBP,investpy
EMPR,Empresaria,United Kingdom,Unknown,GBP,investpy
PRR,Providence,United Kingdom,Unknown,GBP,investpy
WNRG,Westmount Energy,United Kingdom,Unknown,GBP,investpy
ZOLq,Zoltav,United Kingdom,Unknown,GBP,investpy
RICA_p,Ruffer,United Kingdom,Unknown,GBP,investpy
LEAF,Leaf Clean Energy,United Kingdom,Unknown,GBP,investpy
MBLT,Mobile Tornado,United Kingdom,Unknown,GBP,investpy
GHH,Gooch&Housego,United Kingdom,Unknown,GBP,investpy
IGP,Intercede,United Kingdom,Unknown,GBP,investpy
N4P,N4 Pharma,United Kingdom,Unknown,GBP,investpy
CCT,Character,United Kingdom,Unknown,GBP,investpy
GRL,Goldstone,United Kingdom,Unknown,GBP,investpy
SAR,Sareum,United Kingdom,Unknown,GBP,investpy
CNGC,China Nonferrous Gold,United Kingdom,Unknown,GBP,investpy
STAF,Staffline,United Kingdom,Unknown,GBP,investpy
SND,Sanderson,United Kingdom,Unknown,GBP,investpy
CLON,Clontarf,United Kingdom,Unknown,GBP,investpy
SJH,St James House,United Kingdom,Unknown,GBP,investpy
GATC,GATTACA,United Kingdom,Unknown,GBP,investpy
AFS,Amiad,United Kingdom,Unknown,GBP,investpy
SALVS,SalvaRx,United Kingdom,Unknown,GBP,investpy
ZIOC,Zanaga,United Kingdom,Unknown,GBP,investpy
CSRT,Consort,United Kingdom,Unknown,GBP,investpy
VTC,Vitec Group,United Kingdom,Unknown,GBP,investpy
CINE,Cineworld,United Kingdom,Unknown,GBP,investpy
ARGR,Argos,United Kingdom,Unknown,GBP,investpy
IMGE,Image Scan,United Kingdom,Unknown,GBP,investpy
ACCI,Access Intelligence,United Kingdom,Unknown,GBP,investpy
RED,Redt Energy,United Kingdom,Unknown,GBP,investpy
BIDS,Bidstack,United Kingdom,Unknown,GBP,investpy
ARCMA,ARC Minerals,United Kingdom,Unknown,GBP,investpy
BURF,Burford,United Kingdom,Unknown,GBP,investpy
EGRE,Egdon Resources,United Kingdom,Unknown,GBP,investpy
INSEI,Inspired Energy,United Kingdom,Unknown,GBP,investpy
LSR,Local Shopping,United Kingdom,Unknown,GBP,investpy
CRU,Coral Products,United Kingdom,Unknown,GBP,investpy
PMG,Parkmead Group PLC,United Kingdom,Unknown,GBP,investpy
BEM,Beowulf,United Kingdom,Unknown,GBP,investpy
FUM,Futura,United Kingdom,Unknown,GBP,investpy
HYR,Hydrodec,United Kingdom,Unknown,GBP,investpy
ALT,Altitude,United Kingdom,Unknown,GBP,investpy
PCA,Palace Capital PLC,United Kingdom,Unknown,GBP,investpy
ARDN,Arden,United Kingdom,Unknown,GBP,investpy
CERP,Columbus Energy,United Kingdom,Unknown,GBP,investpy
CASPC,Caspian Sunrise,United Kingdom,Unknown,GBP,investpy
LTGL,Learning Tech,United Kingdom,Unknown,GBP,investpy
ORM,Ormonde Mining,United Kingdom,Unknown,GBP,investpy
UFO,Alien Metals,United Kingdom,Unknown,GBP,investpy
KIT,Keystone,United Kingdom,Unknown,GBP,investpy
LWI,Lowland,United Kingdom,Unknown,GBP,investpy
FOUR,4Imprint,United Kingdom,Unknown,GBP,investpy
RWA,Robert Walters,United Kingdom,Unknown,GBP,investpy
GAGO,Galantas,United Kingdom,Unknown,GBP,investpy
HERS,Herencia,United Kingdom,Unknown,GBP,investpy
GGPL,Greatland Gold,United Kingdom,Unknown,GBP,investpy
ETXP,E-Therapeutics,United Kingdom,Unknown,GBP,investpy
SAGS,Science Group,United Kingdom,Unknown,GBP,investpy
CMBC,Cambria Africa,United Kingdom,Unknown,GBP,investpy
ID2A,Indigovision,United Kingdom,Unknown,GBP,investpy
IQG,IQGgeo Group,United Kingdom,Unknown,GBP,investpy
APT,AXA Property,United Kingdom,Unknown,GBP,investpy
RHL,Redhall,United Kingdom,Unknown,GBP,investpy
CFX,Colefax,United Kingdom,Unknown,GBP,investpy
SOG,Statpro,United Kingdom,Unknown,GBP,investpy
TCN,Tricorn,United Kingdom,Unknown,GBP,investpy
ROSER,Rose Petroleum,United Kingdom,Unknown,GBP,investpy
MLVN,Malvern International,United Kingdom,Unknown,GBP,investpy
RGM,Regency Mines,United Kingdom,Unknown,GBP,investpy
